id,total_points,was_home,kickoff_time,gameweek,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-809,24152,0,809,Folarin Balogun,FWD,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,26125.666666666668,0.0,0.0,-1629.0,0.0,1629.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
2,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,170,44923,2061,1891,Cédric Alves Soares,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,42441.666666666664,0.0,0.0,1165.3333333333333,3235.3333333333335,2070.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
3,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,1893,11192,2597,704,Mohamed Elneny,MID,Arsenal,Newcastle,2023-24,0,1,0,0.3333333333333333,0.0,4.0,0.0,0.16666666666666666,0.0,0.0,0.13333333333333333,0.6,0.3333333333333333,0.0,0,0,0.0,0.0,8702.666666666666,0.6666666666666666,1.3333333333333333,203.0,980.3333333333334,777.3333333333334,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
4,1,False,17,11,11,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.2,0.0,0.2,54,76,12276,604,528,Fábio Ferreira Vieira,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,7.333333333333333,0.0,1.8666666666666665,0.0,0.3333333333333333,1.9333333333333333,11.133333333333333,5.666666666666667,0.0,0,0,0.0,0.0,12741.333333333334,6.333333333333333,2.0,-928.3333333333334,399.0,1327.3333333333333,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
5,2,False,17,11,90,0,0,0,1,0,0,0,0,0,0,0,12,19.0,2.0,2.0,2.3,48,-102642,1431782,26641,129283,Gabriel dos Santos Magalhães,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.6666666666666666,12.666666666666666,0.3333333333333333,1.1333333333333335,0.6666666666666666,0.0,1.4333333333333333,7.2,60.0,0.0,0,0,0.0,0.0,1356960.0,5.666666666666667,3.0,80483.0,152665.33333333334,72182.33333333333,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
6,1,False,17,11,90,0,0,0,1,0,0,0,1,0,0,0,5,5.2,3.3,23.0,3.2,71,-4952,156522,869,5821,Kai Havertz,MID,Arsenal,Newcastle,2023-24,0,1,0,0.3333333333333333,0.0,7.0,0.3333333333333333,9.5,0.0,0.0,2.1999999999999997,7.133333333333333,39.0,0.0,0,0,0.0,0.0,164622.66666666666,5.0,2.6666666666666665,-4469.666666666667,2308.3333333333335,6778.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
8,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,78,-76677,216473,547,77224,Gabriel Fernando de Jesus,FWD,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,1.6666666666666667,0.3333333333333333,3.0,0.6666666666666666,0.0,1.6333333333333335,3.266666666666666,52.333333333333336,0.0,0,0,0.0,0.0,332375.3333333333,10.333333333333334,1.0,-41560.0,23385.333333333332,64945.333333333336,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335
9,2,False,17,11,78,0,0,0,1,0,0,0,0,0,0,0,13,5.8,15.8,3.0,2.5,53,-168,18754,628,796,Jorge Luiz Frello Filho,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,6.666666666666667,0.3333333333333333,7.633333333333333,0.6666666666666666,0.0,1.5,5.466666666666666,47.0,0.0,0,0,0.0,0.0,18595.666666666668,2.0,1.3333333333333333,-273.6666666666667,448.6666666666667,722.3333333333334,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335
10,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,491,9289,765,274,Jakub Kiwior,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,8.333333333333334,0.3333333333333333,0.5,0.0,0.0,0.5666666666666667,4.333333333333333,30.0,0.0,0,0,0.0,0.0,8783.0,0.6666666666666666,2.0,-237.33333333333334,143.33333333333334,380.6666666666667,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
11,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-90,4912,0,90,Marcus Oliveira Alencar,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5126.666666666667,0.0,0.0,-154.66666666666666,0.0,154.66666666666666,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
12,2,False,17,11,90,0,0,0,1,0,0,0,0,0,0,0,11,19.0,67.0,34.0,12.0,77,-22549,504360,19351,41900,Gabriel Martinelli Silva,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,18.333333333333332,0.3333333333333333,29.866666666666664,0.6666666666666666,0.3333333333333333,7.400000000000001,21.46666666666667,62.333333333333336,0.0,0,0,0.0,0.0,463291.3333333333,22.666666666666668,3.6666666666666665,15094.666666666666,55793.0,40698.333333333336,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
13,2,False,17,11,78,0,0,0,1,0,0,0,0,0,0,0,1,0.0,13.0,15.0,2.8,56,337074,873042,362687,25613,Eddie Nketiah,FWD,Arsenal,Newcastle,2023-24,0,1,0,0.0,1.0,24.333333333333332,0.6666666666666666,1.5666666666666667,0.0,1.0,6.966666666666668,34.6,62.0,0.0,0,0,0.0,0.0,522553.6666666667,35.333333333333336,6.333333333333333,-16551.333333333332,36670.0,53221.333333333336,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335
14,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-289502,1929688,10562,300064,Martin Ødegaard,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,5.0,0.3333333333333333,20.733333333333334,0.6666666666666666,0.0,3.0333333333333337,6.333333333333333,55.666666666666664,0.0,0,0,0.0,0.0,2300113.6666666665,3.3333333333333335,1.6666666666666667,-9610.0,134361.0,143971.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
15,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1077,18001,21,1098,Thomas Partey,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.13333333333333333,0.7999999999999999,5.0,0.0,0,0,0.0,0.0,19368.666666666668,0.0,0.3333333333333333,-356.3333333333333,434.0,790.3333333333334,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
16,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-82,4803,0,82,Nicolas Pépé,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5000.333333333333,0.0,0.0,-158.33333333333334,0.0,158.33333333333334,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
17,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-71078,831615,1663,72741,Aaron Ramsdale,GKP,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,984181.6666666666,0.0,0.0,-113964.66666666667,3626.0,117590.66666666667,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
18,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-261,9929,0,261,Rúnar Alex Rúnarsson,GKP,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,10514.333333333334,0.0,0.0,-392.6666666666667,0.0,392.6666666666667,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
19,2,False,17,11,90,0,0,0,1,0,0,0,0,0,0,0,13,12.2,27.5,8.0,4.8,86,-35976,5127799,123254,159230,Bukayo Saka,MID,Arsenal,Newcastle,2023-24,0,1,0,0.6666666666666666,0.0,12.0,0.3333333333333333,19.4,0.6666666666666666,0.0,3.933333333333333,11.933333333333332,54.0,0.0,0,0,0.0,0.0,4986263.0,8.0,3.6666666666666665,-255024.66666666666,242701.66666666666,497726.3333333333,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
20,2,False,17,11,90,0,0,0,1,0,0,0,0,0,0,0,11,12.4,2.1,2.0,1.7,52,42403,2603103,94261,51858,William Saliba,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.6666666666666666,22.333333333333332,0.6666666666666666,3.9000000000000004,0.6666666666666666,0.0,1.5999999999999999,12.200000000000001,90.0,0.0,0,0,0.0,0.0,2550598.3333333335,0.0,5.0,-65894.0,79858.66666666667,145752.66666666666,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
22,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-218,11712,585,803,Emile Smith Rowe,MID,Arsenal,Newcastle,2023-24,0,1,0,0.3333333333333333,0.0,6.666666666666667,0.3333333333333333,5.233333333333333,0.0,0.0,1.5,8.466666666666667,31.333333333333332,0.0,0,0,0.0,0.0,12030.666666666666,1.6666666666666667,2.3333333333333335,-382.3333333333333,329.3333333333333,711.6666666666666,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
24,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-267,11231,0,267,Kieran Tierney,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11876.666666666666,0.0,0.0,-486.0,0.0,486.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
25,2,False,17,11,90,0,0,0,1,0,0,0,0,0,0,0,12,8.0,4.9,4.0,1.7,45,3782,32741,5199,1417,Takehiro Tomiyasu,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,7.0,0.0,1.2,0.3333333333333333,0.3333333333333333,2.4,12.266666666666666,28.0,0.0,0,0,0.0,0.0,26258.0,10.333333333333334,3.0,339.3333333333333,1775.3333333333333,1436.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
26,1,False,17,11,11,0,0,0,0,0,0,0,0,0,0,0,3,2.2,8.5,4.0,1.5,65,-7130,155714,2513,9643,Leandro Trossard,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,8.666666666666666,0.0,4.366666666666667,0.0,0.3333333333333333,2.933333333333333,12.466666666666667,27.0,0.0,0,0,0.0,0.0,167310.66666666666,12.333333333333334,2.6666666666666665,-9653.0,5744.0,15397.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
29,2,False,17,11,72,0,0,0,1,0,0,0,0,0,0,0,15,16.4,16.9,0.0,3.3,57,9986,1486113,74664,64678,Benjamin White,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,1.0,21.0,0.6666666666666666,17.8,0.6666666666666666,0.0,3.933333333333333,13.733333333333334,81.66666666666667,0.0,0,0,0.0,0.0,1299755.0,7.666666666666667,5.0,159536.0,206562.66666666666,47026.666666666664,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335
30,0,False,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-9,1019,0,9,Granit Xhaka,MID,Arsenal,Newcastle,2023-24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1035.3333333333333,0.0,0.0,-11.0,0.0,11.0,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
31,1,False,17,11,17,0,0,0,0,0,0,0,0,0,0,0,10,12.2,13.0,2.0,2.7,49,8412,577851,29477,21065,Oleksandr Zinchenko,DEF,Arsenal,Newcastle,2023-24,0,1,0,0.0,1.0,18.333333333333332,0.6666666666666666,13.833333333333334,0.3333333333333333,0.0,2.466666666666667,6.0,69.66666666666667,0.0,0,0,0.0,0.0,561801.0,5.333333333333333,5.0,1638.3333333333333,33336.0,31697.666666666668,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335
