id,total_points,was_home,kickoff_time,gameweek,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-211,19951,0,211,Folarin Balogun,FWD,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20593.0,0.0,0.0,-350.6666666666667,0.0,350.6666666666667,0.0,2.0,1.3333333333333333,1.0
2,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-953,40683,233,1186,Cédric Alves Soares,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42894.666666666664,0.0,0.0,-954.0,728.0,1682.0,0.0,2.0,1.3333333333333333,1.0
3,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-291,7449,18,309,Mohamed Elneny,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8225.666666666666,0.0,0.0,-351.0,73.66666666666667,424.6666666666667,0.0,2.0,1.3333333333333333,1.0
4,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-95,8618,7,102,Fábio Ferreira Vieira,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8858.0,0.0,0.0,-132.66666666666666,11.333333333333334,144.0,0.0,2.0,1.3333333333333333,1.0
5,2,False,19,22,90,0,0,0,1,0,0,0,0,0,0,0,12,19.6,8.9,0.0,2.9,50,19779,1931801,84163,64384,Gabriel dos Santos Magalhães,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.3333333333333333,0.6666666666666666,26.666666666666668,0.3333333333333333,5.633333333333333,1.3333333333333333,0.3333333333333333,5.666666666666667,33.06666666666666,86.66666666666667,0.0,0.0,0.0,0.0,0.0,1830615.6666666667,17.666666666666668,6.333333333333333,103456.33333333333,148416.0,44959.666666666664,0.0,2.0,1.3333333333333333,1.0
6,1,False,19,22,19,0,0,0,1,0,0,0,0,0,0,0,4,5.6,10.6,2.0,1.8,71,-3265,170472,2527,5792,Kai Havertz,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,3.6666666666666665,0.3333333333333333,5.533333333333334,0.6666666666666666,0.0,0.9666666666666667,2.733333333333333,48.0,0.0,0.0,0.0,0.0,0.0,171479.33333333334,1.3333333333333333,1.6666666666666667,-4088.0,4429.333333333333,8517.333333333334,0.0,2.0,1.3333333333333333,1.0
8,10,False,19,22,77,1,1,1,0,0,0,0,1,0,0,2,31,53.0,33.8,83.0,17.0,80,-17312,458721,33605,50917,Gabriel Fernando de Jesus,FWD,Arsenal,Nott'm Forest,2023-24,2,1,3,0.3333333333333333,0.0,11.666666666666666,0.3333333333333333,33.1,0.6666666666666666,0.0,7.0,14.333333333333334,64.33333333333333,0.0,0.0,0.0,0.0,0.0,545974.0,22.333333333333332,2.3333333333333335,-23829.0,56770.666666666664,80599.66666666667,0.3333333333333333,2.0,1.3333333333333333,1.0
9,1,False,19,22,1,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.3,0.0,0.1,53,2,18586,224,222,Jorge Luiz Frello Filho,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.3333333333333333,0.0,5.333333333333333,0.0,5.833333333333333,0.0,0.0,1.3333333333333333,7.066666666666666,5.666666666666667,0.0,0.0,0.0,0.0,0.0,18455.666666666668,0.3333333333333333,1.3333333333333333,-193.0,127.33333333333333,320.3333333333333,0.0,2.0,1.3333333333333333,1.0
10,1,False,19,22,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,43,-90,9069,160,250,Jakub Kiwior,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,3.0,0.0,0.6999999999999998,0.3333333333333333,0.0,0.39999999999999997,3.4,18.0,0.0,0.0,0.0,0.0,0.0,8989.0,0.0,0.6666666666666666,-48.0,252.0,300.0,0.0,2.0,1.3333333333333333,1.0
11,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-29,4425,0,29,Marcus Oliveira Alencar,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4488.333333333333,0.0,0.0,-30.0,0.0,30.0,0.0,2.0,1.3333333333333333,1.0
12,3,False,19,22,77,0,0,1,0,0,0,0,0,0,0,0,8,8.4,8.5,16.0,3.3,77,71753,650948,93639,21886,Gabriel Martinelli Silva,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.3333333333333333,1.0,23.0,0.0,11.366666666666667,1.3333333333333333,0.6666666666666666,7.233333333333333,26.866666666666664,50.0,0.0,0.0,0.0,0.0,0.0,585209.3333333334,34.333333333333336,7.0,-18211.0,19686.666666666668,37897.666666666664,0.0,2.0,1.3333333333333333,1.0
13,1,False,19,22,12,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,5.0,0.5,52,-21139,432883,5059,26198,Eddie Nketiah,FWD,Arsenal,Nott'm Forest,2023-24,2,1,3,0.3333333333333333,0.0,7.0,0.0,5.033333333333334,0.6666666666666666,0.0,3.233333333333333,8.6,41.666666666666664,0.0,0.0,0.0,0.0,0.0,492343.6666666667,18.333333333333332,2.3333333333333335,-40134.666666666664,6992.0,47126.666666666664,0.0,2.0,1.3333333333333333,1.0
14,2,False,19,22,90,0,0,0,1,0,0,0,0,0,0,0,14,13.8,57.2,29.0,10.0,85,-39905,1796548,61965,101870,Martin Ødegaard,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,12.0,0.3333333333333333,58.333333333333336,1.3333333333333333,0.0,9.666666666666666,14.333333333333334,90.0,0.0,0.0,0.0,0.0,0.0,1684939.0,24.0,2.3333333333333335,90924.0,145843.33333333334,54919.333333333336,0.0,2.0,1.3333333333333333,1.0
15,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-96,15383,40,136,Thomas Partey,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15611.0,0.0,0.0,-122.0,13.666666666666666,135.66666666666666,0.0,2.0,1.3333333333333333,1.0
16,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-26,4493,0,26,Nicolas Pépé,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.333333333333,0.0,0.0,-22.666666666666668,0.0,22.666666666666668,0.0,2.0,1.3333333333333333,1.0
17,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7683,641209,1428,9111,Aaron Ramsdale,GKP,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660534.0,0.0,0.0,-12192.0,1368.0,13560.0,0.0,2.0,1.3333333333333333,1.0
18,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-97,8225,0,97,Rúnar Alex Rúnarsson,GKP,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8493.333333333334,0.0,0.0,-127.0,0.0,127.0,0.0,2.0,1.3333333333333333,1.0
19,10,False,19,22,90,1,0,0,1,0,0,0,0,0,0,3,35,47.2,48.0,50.0,14.5,91,-135212,6495716,134323,269535,Bukayo Saka,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,13.666666666666666,0.3333333333333333,45.4,1.3333333333333333,0.3333333333333333,12.200000000000001,26.13333333333333,90.0,0.0,0.0,0.0,0.0,0.0,6265720.0,50.0,4.0,153483.66666666666,295601.6666666667,142118.0,0.0,2.0,1.3333333333333333,1.0
20,2,False,19,22,90,0,0,0,1,0,0,0,0,0,0,0,16,24.0,5.6,0.0,3.0,56,29331,3982957,99712,70381,William Saliba,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,18.0,0.3333333333333333,8.733333333333333,1.3333333333333333,0.0,2.733333333333333,15.333333333333334,90.0,0.0,0.0,0.0,0.0,0.0,3859222.0,3.3333333333333335,2.3333333333333335,59439.0,150269.0,90830.0,0.3333333333333333,2.0,1.3333333333333333,1.0
22,3,False,19,22,70,0,0,1,0,0,0,0,0,0,0,0,11,3.4,18.6,5.0,2.7,53,84,10043,225,141,Emile Smith Rowe,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,1.6666666666666667,0.0,1.1666666666666667,0.0,0.0,0.6,2.6,10.666666666666666,0.0,0.0,0.0,0.0,0.0,9842.666666666666,2.3333333333333335,0.6666666666666666,-13.666666666666666,112.33333333333333,126.0,0.0,2.0,1.3333333333333333,1.0
24,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-56,10192,0,56,Kieran Tierney,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10332.333333333334,0.0,0.0,-64.66666666666667,0.0,64.66666666666667,0.0,2.0,1.3333333333333333,1.0
25,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1199,27225,81,1280,Takehiro Tomiyasu,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,4.333333333333333,0.0,4.6000000000000005,0.3333333333333333,0.0,0.9666666666666667,5.066666666666666,15.0,0.0,0.0,0.0,0.0,0.0,30741.666666666668,0.0,0.3333333333333333,-2627.6666666666665,127.0,2754.6666666666665,0.0,2.0,1.3333333333333333,1.0
26,1,False,19,22,12,0,0,0,1,0,0,0,0,0,0,0,4,0.4,0.4,1.0,0.2,65,365,178270,5577,5212,Leandro Trossard,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,7.0,0.3333333333333333,8.466666666666667,0.6666666666666666,0.3333333333333333,4.5,12.466666666666667,56.333333333333336,0.0,0.0,0.0,0.0,0.0,185024.33333333334,24.0,3.6666666666666665,-8405.666666666666,2547.6666666666665,10953.333333333334,0.0,2.0,1.3333333333333333,1.0
29,2,False,19,22,90,0,0,0,1,0,0,0,0,0,0,0,12,15.6,19.9,12.0,4.8,56,-4893,1169472,26029,30922,Benjamin White,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,18.333333333333332,0.3333333333333333,12.700000000000001,1.3333333333333333,0.0,3.233333333333333,14.733333333333333,82.0,0.0,0.0,0.0,0.0,0.0,1160923.6666666667,4.666666666666667,2.6666666666666665,-1116.0,42748.0,43864.0,0.0,2.0,1.3333333333333333,1.0
30,0,False,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-4,976,0,4,Granit Xhaka,MID,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.3333333333334,0.0,0.0,-4.0,0.0,4.0,0.0,2.0,1.3333333333333333,1.0
31,7,False,19,22,90,0,1,0,1,0,0,0,0,0,0,2,31,45.2,63.8,4.0,11.3,52,-26685,1110792,38253,64938,Oleksandr Zinchenko,DEF,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.0,13.0,0.3333333333333333,17.033333333333335,0.6666666666666666,0.0,3.9,12.333333333333334,51.0,0.0,0.0,0.0,0.0,0.0,1327021.0,9.666666666666666,2.3333333333333335,-78405.33333333333,62155.666666666664,140561.0,0.0,2.0,1.3333333333333333,1.0
113,2,False,19,22,90,0,0,0,1,0,0,0,0,0,2,0,11,18.0,0.0,0.0,1.8,49,17311,679982,35989,18678,David Raya Martin,GKP,Arsenal,Nott'm Forest,2023-24,2,1,3,0.0,0.3333333333333333,22.0,0.3333333333333333,0.0,1.3333333333333333,0.0,2.1666666666666665,21.733333333333334,90.0,0.0,0.0,0.3333333333333333,0.0,2.6666666666666665,629458.0,0.0,5.0,26193.666666666668,55515.333333333336,29321.666666666668,0.0,2.0,1.3333333333333333,1.0
