id,total_points,was_home,kickoff_time,gameweek,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,True,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7682,58109,2507,10189,Folarin Balogun,FWD,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61429.0,0.0,0.0,-2372.0,2479.5,4851.5,0.0,1.5,0.5,3.0
2,0,True,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2284,34131,1538,3822,Cédric Alves Soares,DEF,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32203.0,0.0,0.0,-1325.0,951.0,2276.0,0.0,1.5,0.5,3.0
3,0,True,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,320,8822,2812,2492,Mohamed Elneny,MID,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9203.0,0.0,0.0,-1749.5,61.5,1811.0,0.0,1.5,0.5,3.0
4,7,True,14,3,34,0,2,0,1,0,0,0,0,0,0,0,22,23.0,15.3,25.0,6.3,54,-1390,9325,183,1573,Fábio Ferreira Vieira,MID,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9904.0,0.0,0.0,-958.5,234.0,1192.5,0.0,1.5,0.5,3.0
5,0,True,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-621417,2040170,36142,657559,Gabriel dos Santos Magalhães,DEF,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.65,6.6,12.0,0.0,0.0,0.0,0.0,0.0,2691297.5,0.0,1.0,-111924.0,30898.0,142822.0,0.0,1.5,0.5,3.0
6,1,True,14,3,55,0,0,0,1,0,0,0,0,0,0,0,2,5.4,23.6,13.0,4.2,74,-76821,308042,5577,82398,Kai Havertz,MID,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,5.0,0.5,22.05,0.5,0.0,3.7,4.7,90.0,0.0,0.0,0.0,0.0,0.0,392120.0,10.5,2.0,-31765.0,4246.0,36011.0,0.5,1.5,0.5,3.0
8,1,True,14,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.3,35.0,3.8,79,-20602,114556,8903,29505,Gabriel Fernando de Jesus,FWD,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168748.5,0.0,0.0,-41990.5,1616.5,43607.0,0.0,1.5,0.5,3.0
9,1,True,14,3,6,0,0,0,1,0,0,0,0,0,0,0,4,4.2,6.7,0.0,1.1,55,-1887,19366,652,2539,Jorge Luiz Frello Filho,MID,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,2.5,0.0,0.3,0.0,0.0,0.2,1.8,5.5,0.0,0.0,0.0,0.0,0.0,16980.5,0.0,0.5,-951.5,607.5,1559.0,0.0,1.5,0.5,3.0
10,1,True,14,3,90,0,0,0,2,0,0,0,0,0,0,0,11,16.0,4.7,14.0,3.5,44,-758,9160,332,1090,Jakub Kiwior,DEF,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,1.5,0.0,0.1,0.0,0.0,0.05,0.2,0.5,0.0,0.0,0.0,0.0,0.0,9003.5,0.0,0.5,-695.5,116.5,812.0,0.0,1.5,0.5,3.0
11,0,True,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2907,8103,0,2907,Marcus Oliveira Alencar,MID,Arsenal,Fulham,2023-24,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11852.5,0.0,0.0,-2112.5,409.5,2522.0,0.0,1.5,0.5,3.0
