,PLAYER,TEAM,POSITION,PRICE 1,MINUTES 1,POINTS 1,PRICE 2,MINUTES 2,POINTS 2,PRICE 3,MINUTES 3,POINTS 3,PRICE 4,MINUTES 4,POINTS 4,PRICE 5,MINUTES 5,POINTS 5,PRICE 6,MINUTES 6,POINTS 6,PRICE 7,MINUTES 7,POINTS 7,PRICE 8,MINUTES 8,POINTS 8,PRICE 9,MINUTES 9,POINTS 9,PRICE 10,MINUTES 10,POINTS 10,PRICE 11,MINUTES 11,POINTS 11,PRICE 12,MINUTES 12,POINTS 12,PRICE 13,MINUTES 13,POINTS 13,PRICE 14,MINUTES 14,POINTS 14,PRICE 15,MINUTES 15,POINTS 15,PRICE 16,MINUTES 16,POINTS 16,PRICE 17,MINUTES 17,POINTS 17,PRICE 18,MINUTES 18,POINTS 18,PRICE 19,MINUTES 19,POINTS 19,PRICE 20,MINUTES 20,POINTS 20,PRICE 21,MINUTES 21,POINTS 21,PRICE 22,MINUTES 22,POINTS 22,PRICE 23,MINUTES 23,POINTS 23,PRICE 24,MINUTES 24,POINTS 24,PRICE 25,MINUTES 25,POINTS 25,PRICE 26,MINUTES 26,POINTS 26,PRICE 27,MINUTES 27,POINTS 27,PRICE 28,MINUTES 28,POINTS 28,PRICE 29,MINUTES 29,POINTS 29,PRICE 30,MINUTES 30,POINTS 30,PRICE 31,MINUTES 31,POINTS 31,PRICE 32,MINUTES 32,POINTS 32,PRICE 33,MINUTES 33,POINTS 33,PRICE 34,MINUTES 34,POINTS 34,PRICE 35,MINUTES 35,POINTS 35,PRICE 36,MINUTES 36,POINTS 36,PRICE 37,MINUTES 37,POINTS 37,PRICE 38,MINUTES 38,POINTS 38
0,Adama Traoré Diarra,Wolves,MID,55,0,0,55,11,1,55,19,1,55,0,0,55,15,1,55,8,1,55,0,0,55,0,0,55,66,2,55,71,2,55,84,6,55,57,6,55,90,2,55,82,2,55,22,1,55,90,2,55,30,1,55,45,1,55,45,1,55,17,1,55,45,1,54,48,4,54,45,4,54,76,2,54,75,2,54,45,6,54,45,1,54,33,1,54,64,2,54,16,1,54,17,1,54,0,0,54,11,1,53,7,0,53,6,1,53,15,1,53,87,5,53,90,2
0,Adrián San Miguel del Castillo,Liverpool,GK,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,38,0,0,38,0,0,38,0,0,38,0,0,38,0,0,38,0,0,38,0,0,38,0,0
0,Ainsley Maitland-Niles,Arsenal,MID,50,0,0,50,0,0,49,0,0,48,0,0,48,0,0,48,17,1,48,0,0,48,0,0,48,66,1,48,0,0,48,74,2,48,87,2,48,0,0,48,45,1,48,90,2,48,31,1,48,36,1,48,89,2,48,0,0,48,5,1,48,0,0,48,0,0,48,90,1,48,90,3,48,90,2,48,90,3,48,0,0,48,56,4,48,19,1,48,90,2,48,90,2,48,0,0,48,54,1,48,20,1,48,90,2,48,81,2,48,0,0,48,0,0
0,Albert Sambi Lokonga,Arsenal,MID,45,1,1,45,0,0,45,2,1,44,0,0,44,90,2,44,73,2,44,0,0,44,12,1,44,17,1,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,18,1,43,34,0,43,62,3,43,90,3,43,80,2,43,180,4,43,0,0,43,0,0,43,0,0,43,5,1,43,0,0,43,64,1,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0
0,Alejandro Garnacho,Man Utd,MID,45,1,1,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,43,0,0,43,0,0,43,0,0,43,64,2,43,18,5,43,25,0,43,45,1,42,45,4,42,38,5,42,1,1,42,85,2,42,29,6,42,45,1,42,0,0,42,32,1,42,17,1,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,41,0,0,41,0,0,41,0,0,41,8,5,41,38,2,41,66,2
0,Aleksandar Mitrović,Fulham,FWD,65,90,13,66,90,-1,66,90,6,66,90,7,67,90,9,68,90,5,68,0,0,69,89,2,69,36,0,68,0,0,67,90,7,67,84,6,68,90,6,69,90,1,69,0,0,68,0,0,68,84,15,70,90,0,71,90,5,72,90,0,71,90,2,70,90,2,70,83,2,69,0,0,68,0,0,68,90,1,67,90,2,67,0,0,66,0,0,66,0,0,66,0,0,66,0,0,66,0,0,66,0,0,66,0,0,66,25,5,66,90,13,66,79,-1
0,Alex Iwobi,Everton,MID,55,90,2,55,90,2,55,90,1,55,90,2,55,90,5,55,90,3,55,0,0,55,90,6,55,90,5,55,90,9,55,90,2,55,72,2,55,90,12,55,90,3,56,90,2,56,90,2,56,90,2,55,90,2,55,90,4,54,90,2,54,90,2,54,90,3,54,90,2,54,90,7,54,159,4,54,88,2,53,90,3,53,90,2,51,90,2,51,90,2,50,90,2,50,90,3,50,90,2,49,90,10,49,90,5,49,90,2,49,90,2,49,90,3
0,Alex McCarthy,Southampton,GK,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,90,2,43,90,2,43,90,0,43,90,1,43,90,2,43,90,1
0,Alex Mighten,Nott'm Forest,MID,50,7,1,50,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0
0,Alex Oxlade-Chamberlain,Liverpool,MID,50,0,0,50,0,0,50,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,14,1,49,0,0,49,1,1,49,15,1,49,66,2,49,61,2,49,82,9,49,68,2,49,0,0,49,5,1,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,20,1,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0
0,Alex Robertson,Man City,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Alex Smithies,Leicester,GK,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0,39,0,0
0,Alex Telles,Man Utd,DEF,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0
0,Alexander Isak,Newcastle,FWD,70,0,0,70,0,0,70,0,0,70,0,0,70,63,7,70,90,2,70,0,0,70,90,9,70,0,0,69,0,0,68,0,0,68,0,0,67,0,0,67,0,0,67,0,0,66,0,0,66,0,0,66,0,0,66,0,0,66,19,8,66,21,1,66,0,0,66,90,2,66,63,2,66,0,0,66,28,1,66,67,7,66,90,13,67,105,8,67,86,5,67,90,2,67,65,13,68,16,1,69,90,7,69,90,2,70,180,7,70,90,1,70,87,2
0,Alexandre Moreno Lopera,Aston Villa,DEF,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,80,2,45,90,5,45,45,1,45,30,1,44,77,4,44,29,1,44,69,5,44,63,8,44,90,6,44,172,8,44,90,5,44,90,10,45,65,2,45,76,7,45,74,2,45,84,2,45,90,2,45,11,1,45,0,0
0,Alexis Mac Allister,Brighton,MID,55,90,0,55,90,2,55,90,11,55,90,2,55,90,10,55,90,14,55,0,0,57,0,0,57,90,2,57,90,2,57,90,2,57,90,2,56,86,2,55,90,2,54,90,2,54,90,9,54,0,0,54,0,0,54,28,1,54,82,3,54,90,1,54,0,0,54,90,1,54,90,2,54,0,0,54,90,14,55,177,10,55,0,0,55,162,9,55,90,2,55,90,2,55,0,0,55,90,2,55,115,12,55,90,8,56,124,3,56,128,6,56,90,2
0,Alfie Devine,Spurs,MID,45,0,0,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0
0,Alfie Gilchrist,Chelsea,DEF,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0
0,Alisson Ramses Becker,Liverpool,GK,55,90,1,55,90,2,55,90,1,55,90,6,55,90,2,55,90,8,55,0,0,54,0,0,54,90,2,54,90,2,54,90,14,54,90,15,54,90,4,54,90,2,54,90,3,54,90,3,55,90,3,55,90,2,55,90,2,55,90,2,55,90,9,54,90,2,54,90,6,54,90,7,54,180,12,54,90,7,54,90,2,54,0,0,54,180,7,54,90,2,54,90,2,54,90,2,54,90,2,54,180,12,54,90,5,54,90,9,54,90,2,55,0,0
0,Allan Marques Loureiro,Everton,MID,50,0,0,50,0,0,49,0,0,49,0,0,49,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0
0,Allan Saint-Maximin,Newcastle,MID,65,89,3,65,74,2,64,90,13,65,90,9,65,0,0,65,0,0,65,0,0,64,0,0,64,0,0,64,12,1,63,0,0,63,0,0,63,0,0,62,4,1,62,17,4,62,0,0,62,7,1,62,26,1,62,3,1,62,45,1,62,21,1,61,68,2,61,83,2,61,90,2,61,0,0,61,28,1,61,67,3,61,45,1,61,130,11,61,0,0,61,0,0,61,0,0,61,0,0,61,0,0,61,12,1,61,18,2,61,22,1,61,68,2
0,Alphonse Areola,West Ham,GK,45,61,1,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,43,45,1,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,21,1,43,90,1,43,90,3,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0
0,Amad Diallo,Man Utd,MID,45,0,0,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0
0,Amadou Onana,Everton,MID,50,0,0,50,9,4,50,33,0,50,78,3,49,90,2,49,90,2,49,0,0,49,90,3,49,73,5,49,90,1,49,90,2,49,90,2,49,77,3,49,90,2,49,60,2,48,74,2,48,90,2,48,90,1,48,0,0,48,90,9,48,90,2,48,90,2,48,77,2,48,73,3,48,171,3,48,90,2,48,79,3,48,90,2,48,83,2,48,59,1,48,0,0,48,0,0,48,72,1,47,0,0,47,3,3,47,34,1,47,81,2,47,90,3
0,Amario Cozier-Duberry,Arsenal,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Andreas Hoelgebaum Pereira,Fulham,MID,45,88,2,45,85,3,45,90,8,45,78,2,45,77,6,46,60,2,46,0,0,46,82,1,46,90,2,46,76,6,46,86,5,46,86,3,46,90,10,46,75,3,46,87,6,46,90,2,46,84,3,46,90,5,46,148,5,46,76,2,45,90,2,45,90,2,44,90,6,44,81,3,44,90,1,44,90,8,44,75,2,44,0,0,43,81,6,43,84,2,43,78,2,43,85,10,44,67,2,44,57,1,44,0,0,44,0,0,44,0,0,43,0,0
0,Andrew Moran,Brighton,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,11,1,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Andrew Robertson,Liverpool,DEF,70,90,1,70,62,2,69,84,1,69,68,9,69,70,2,68,31,1,68,0,0,67,0,0,67,0,0,67,0,0,67,90,6,67,9,1,67,90,2,67,90,7,67,90,2,67,85,9,68,90,8,68,61,2,69,45,1,69,90,1,68,90,6,68,85,1,68,90,5,68,90,8,68,90,5,68,90,9,68,90,2,68,0,0,68,93,2,68,90,0,68,90,2,68,90,4,68,90,6,68,114,2,68,81,6,68,90,6,68,71,2,68,0,0
0,Andrey Nascimento dos Santos,Chelsea,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Andros Townsend,Everton,MID,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0
0,André Ayew,Nott'm Forest,MID,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,1,1,50,27,1,50,32,1,50,23,1,50,19,1,50,45,-1,50,78,2,50,19,1,50,12,1,50,0,0,50,3,1,50,10,1,50,36,0,50,0,0,50,0,0,50,0,0,50,1,1
0,André Tavares Gomes,Everton,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Andy Lonergan,Everton,GK,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0
0,Angelo Ogbonna,West Ham,DEF,45,0,0,45,0,0,45,0,0,45,0,0,45,18,1,45,7,1,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,90,1,44,0,0,44,90,2,44,90,7,44,90,2,44,90,2,44,80,1,44,90,6,44,68,1,44,0,0,44,0,0,44,0,0,44,90,9,44,0,0,44,0,0,44,0,0,44,161,2,44,90,6,44,90,1,44,90,2,44,0,0
0,Anthony Elanga,Man Utd,MID,50,1,1,50,30,1,49,45,4,49,79,3,49,58,1,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,48,0,0,48,3,1,48,9,1,47,60,3,47,25,1,47,54,1,47,4,1,47,1,1,47,21,1,47,0,0,47,0,0,47,0,0,47,1,1,47,21,1,47,0,0,47,5,1,47,0,0,47,0,0,46,0,0,46,0,0,46,0,0,46,0,0,46,0,0,46,0,0,46,0,0,46,0,0,46,0,0,46,0,0
0,Anthony Gordon,Everton,MID,55,90,2,55,90,2,55,90,1,55,90,6,55,90,8,55,81,3,55,0,0,55,74,2,56,16,1,55,66,1,55,0,0,54,90,1,54,85,8,54,85,3,54,19,1,53,15,1,53,90,2,53,0,0,53,0,0,52,21,1,52,0,0,52,21,1,52,54,0,51,26,1,51,0,0,51,61,2,51,0,0,51,0,0,51,48,2,51,49,1,51,55,1,51,20,1,51,3,1,51,45,1,51,12,1,51,18,2,51,2,1,51,68,10
0,Anthony Knockaert,Fulham,MID,50,0,0,50,0,0,49,0,0,49,0,0,48,0,0,48,0,0,48,0,0,48,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0
0,Anthony Martial,Man Utd,FWD,70,0,0,69,0,0,69,45,4,69,0,0,69,0,0,69,0,0,69,0,0,69,0,0,69,31,10,69,28,4,69,0,0,68,0,0,67,0,0,67,0,0,67,25,1,67,71,2,67,64,6,67,80,2,67,68,2,66,45,1,66,0,0,65,0,0,65,0,0,64,0,0,64,0,0,63,0,0,63,0,0,63,0,0,63,47,2,63,30,5,63,71,5,63,0,0,63,29,1,63,87,3,63,33,1,63,68,8,63,125,8,63,23,1
0,Antoine Semenyo,Bournemouth,FWD,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,90,2,50,11,1,50,32,1,50,0,0,50,63,2,50,2,1,50,31,1,50,6,2,50,2,1,50,0,0,50,0,0,50,0,0,50,7,6,50,6,1,50,0,0,50,0,0,50,0,0
