,PLAYER,TEAM,POSITION,PRICE 1,MINUTES 1,POINTS 1,PRICE 2,MINUTES 2,POINTS 2,PRICE 3,MINUTES 3,POINTS 3,PRICE 4,MINUTES 4,POINTS 4,PRICE 5,MINUTES 5,POINTS 5,PRICE 6,MINUTES 6,POINTS 6,PRICE 7,MINUTES 7,POINTS 7,PRICE 8,MINUTES 8,POINTS 8,PRICE 9,MINUTES 9,POINTS 9,PRICE 10,MINUTES 10,POINTS 10,PRICE 11,MINUTES 11,POINTS 11,PRICE 12,MINUTES 12,POINTS 12,PRICE 13,MINUTES 13,POINTS 13,PRICE 14,MINUTES 14,POINTS 14,PRICE 15,MINUTES 15,POINTS 15,PRICE 16,MINUTES 16,POINTS 16,PRICE 17,MINUTES 17,POINTS 17,PRICE 18,MINUTES 18,POINTS 18,PRICE 19,MINUTES 19,POINTS 19,PRICE 20,MINUTES 20,POINTS 20,PRICE 21,MINUTES 21,POINTS 21,PRICE 22,MINUTES 22,POINTS 22,PRICE 23,MINUTES 23,POINTS 23,PRICE 24,MINUTES 24,POINTS 24,PRICE 25,MINUTES 25,POINTS 25,PRICE 26,MINUTES 26,POINTS 26,PRICE 27,MINUTES 27,POINTS 27,PRICE 28,MINUTES 28,POINTS 28,PRICE 29,MINUTES 29,POINTS 29,PRICE 30,MINUTES 30,POINTS 30,PRICE 31,MINUTES 31,POINTS 31,PRICE 32,MINUTES 32,POINTS 32,PRICE 33,MINUTES 33,POINTS 33,PRICE 34,MINUTES 34,POINTS 34,PRICE 35,MINUTES 35,POINTS 35,PRICE 36,MINUTES 36,POINTS 36,PRICE 37,MINUTES 37,POINTS 37,PRICE 38,MINUTES 38,POINTS 38
0,Adama Traoré,Wolves,MID,65,90,3,65,90,2,65,61,2,65,8,1,64,25,1,64,22,1,63,14,1,63,30,1,62,90,1,62,90,1,62,90,2,62,90,1,61,29,1,61,30,1,61,90,2,61,90,2,61,90,5,61,0,0,61,90,2,61,89,3,60,27,1,60,90,2,60,90,3,60,90,2,60,90,6,60,180,6,60,90,3,60,90,2,60,0,0,60,90,6,60,90,8,60,90,6,60,90,1,61,90,2,61,29,8,60,90,2,60,90,2,60,26,1
0,Ademipo Odubeko,West Ham,FWD,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Ademola Lookman,Fulham,MID,50,0,0,50,0,0,50,0,0,50,23,1,50,90,10,50,90,2,50,89,2,50,90,0,50,90,5,50,89,9,50,90,2,50,87,4,50,90,3,50,90,2,50,89,3,50,0,0,50,0,0,50,23,4,50,180,8,50,90,3,50,90,2,50,90,2,50,90,3,50,172,5,50,90,11,50,180,4,50,82,3,50,90,2,51,90,5,51,46,1,50,0,0,49,68,3,49,0,0,48,90,2,48,90,2,48,27,1,48,88,1,47,63,2
0,Adrien Silva,Leicester,MID,45,0,0,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0
0,Adrián Bernabé,Man City,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Adrián San Miguel del Castillo,Liverpool,GK,45,0,0,45,0,0,45,0,0,45,90,0,45,90,2,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,90,9,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0,42,0,0
0,Ahmed El Mohamady,Aston Villa,DEF,45,0,0,45,0,0,45,0,0,45,10,1,44,0,0,44,0,0,44,23,1,44,0,0,43,0,0,43,2,1,43,0,0,43,0,0,43,90,8,43,0,0,43,4,1,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,29,1,43,90,0,43,180,7,43,90,8,43,90,2,43,0,0,43,0,0,43,0,0,43,0,0,43,90,1,43,0,0,42,45,1,42,90,1,42,0,0,42,0,0
0,Ahmed El-Sayed Hegazy,West Brom,DEF,45,0,0,45,0,0,44,0,0,44,0,0,43,90,6,43,0,0,43,0,0,42,0,0,42,0,0,42,0,0,42,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0,41,0,0
0,Ainsley Maitland-Niles,Arsenal,DEF,50,90,6,50,0,0,50,90,1,50,3,1,49,0,0,49,0,0,48,4,1,48,0,0,47,1,1,47,0,0,47,0,0,47,16,1,46,90,2,46,90,5,46,0,0,46,1,1,46,36,1,46,64,6,46,0,0,46,0,0,46,0,0,46,0,0,46,90,1,46,90,1,46,90,6,46,180,8,46,90,6,46,90,2,46,0,0,46,90,1,46,90,6,46,90,1,46,85,5,46,77,1,46,0,0,46,17,1,46,68,2,46,82,1
0,Albian Ajeti,West Ham,FWD,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0
0,Aleksandar Mitrović,Fulham,FWD,60,27,1,60,90,12,60,90,2,60,90,2,59,90,0,59,90,2,58,90,8,58,90,1,57,32,1,57,3,1,56,0,0,56,0,0,56,13,1,55,76,2,55,7,1,55,0,0,55,0,0,55,0,0,55,7,1,55,11,1,55,90,7,55,90,2,55,11,1,55,0,0,55,0,0,55,36,2,55,5,0,55,27,1,55,45,1,55,90,8,55,90,2,55,0,0,55,0,0,55,9,1,55,90,2,55,0,0,55,0,0,55,0,0
0,Alex Iwobi,Everton,MID,60,0,0,60,19,1,59,4,1,59,65,5,59,12,1,59,45,1,59,14,4,59,23,1,59,90,2,59,66,3,59,90,2,59,85,3,59,90,6,59,82,2,59,90,3,59,0,0,59,0,0,59,90,8,59,0,0,59,10,1,59,62,3,59,86,2,59,15,1,59,68,2,59,4,1,59,60,2,59,55,1,59,90,2,59,0,0,59,0,0,59,32,1,59,60,2,59,0,0,59,75,2,59,15,1,59,0,0,59,0,0,59,33,1
0,Alex McCarthy,Southampton,GK,45,90,2,45,90,0,45,90,6,45,90,9,45,90,1,45,90,6,45,90,3,45,90,6,45,90,7,45,90,2,46,90,2,46,90,6,46,90,3,46,90,3,46,90,6,47,90,9,47,0,0,47,0,0,47,90,1,47,90,1,46,90,3,46,90,0,46,90,1,45,90,1,45,180,3,45,0,0,45,90,1,45,0,0,45,0,0,45,0,0,44,0,0,44,90,1,44,0,0,44,90,5,44,0,0,44,90,2,44,90,2,44,90,2
0,Alex Nicolao Telles,Man Utd,DEF,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,90,6,55,83,1,55,90,5,55,0,0,55,90,1,55,30,1,55,0,0,55,45,1,55,0,0,55,0,0,55,0,0,55,81,7,55,0,0,55,0,0,55,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,53,0,0,53,0,0,53,0,0,53,0,0,53,0,0,53,90,1,53,0,0,53,0,0,53,90,2
0,Alex Oxlade-Chamberlain,Liverpool,MID,65,0,0,65,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,63,0,0,63,0,0,63,0,0,63,0,0,63,0,0,63,15,4,63,7,1,63,0,0,63,56,1,63,0,0,63,56,1,63,0,0,63,10,1,63,26,1,63,0,0,63,15,1,63,0,0,63,28,1,63,0,0,63,8,1,63,0,0,63,0,0,63,0,0,63,9,1,63,0,0,63,0,0,63,3,1,63,0,0,63,9,6,63,1,1
0,Alexandre Jankewitz,Southampton,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,1,1,45,1,-2,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0
0,Alexandre Lacazette,Arsenal,FWD,85,86,7,85,76,7,85,73,7,85,0,0,85,21,1,85,90,1,84,75,2,84,64,2,84,0,0,83,9,1,83,90,1,83,59,1,83,0,0,82,14,1,82,90,8,82,24,7,82,90,12,83,80,2,83,90,2,83,90,11,84,90,2,84,45,4,84,58,1,83,0,0,82,17,1,81,82,8,81,27,1,81,87,8,81,90,11,82,90,2,82,88,13,83,69,2,84,0,0,84,0,0,84,41,2,84,0,0,84,0,0,84,11,1
0,Alexis Mac Allister,Brighton,MID,55,0,0,55,0,0,54,0,0,54,0,0,53,12,9,53,20,1,53,11,1,53,0,0,53,0,0,53,0,0,53,0,0,53,18,1,53,0,0,53,0,0,53,0,0,53,66,2,53,0,0,53,90,2,53,61,6,53,82,2,53,90,3,53,0,0,53,90,2,53,90,3,53,67,2,53,45,1,53,67,2,53,0,0,53,11,1,53,27,1,53,0,0,53,73,3,53,0,0,53,1,1,53,32,1,53,0,0,53,90,2,53,65,2
0,Alfie Devine,Spurs,MID,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0
0,Alfie Mawson,Fulham,DEF,45,0,0,45,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,44,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0,43,0,0
0,Alireza Jahanbakhsh,Brighton,MID,55,11,1,55,1,1,55,16,3,55,0,0,54,0,0,54,0,0,54,0,0,54,7,1,54,0,0,54,19,1,54,9,1,54,55,1,54,11,1,54,45,1,54,1,1,54,74,1,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,9,1,54,0,0,54,1,1,54,0,0,54,0,0,54,3,1,54,3,1,54,0,0,54,23,1,54,10,1,54,57,1,54,72,3,54,48,0,54,45,1
0,Alisson Ramses Becker,Liverpool,GK,60,90,1,60,90,14,60,90,2,60,0,0,60,0,0,59,90,2,59,90,2,59,90,2,59,90,8,59,90,1,59,0,0,59,90,3,59,90,2,59,90,7,59,90,2,59,90,6,59,90,2,59,0,0,59,180,13,59,90,2,59,90,2,59,0,0,59,90,0,59,90,2,59,90,2,59,90,3,59,90,2,59,90,9,59,0,0,59,90,6,59,90,3,59,90,3,59,90,3,59,0,0,59,180,11,59,90,10,59,90,7,60,90,8
0,Allan Marques Loureiro,Everton,MID,55,90,3,55,90,2,55,90,2,55,0,0,54,90,1,54,90,2,54,90,1,54,90,1,53,90,2,53,90,1,53,88,2,53,90,3,53,40,1,53,0,0,53,0,0,53,0,0,53,0,0,52,0,0,52,0,0,52,0,0,52,0,0,52,0,0,52,0,0,52,0,0,52,0,0,52,122,4,52,90,2,52,90,2,52,0,0,52,0,0,52,0,0,52,90,2,52,90,2,52,90,2,52,180,5,52,90,2,52,90,3,52,90,2
0,Allan Saint-Maximin,Newcastle,MID,55,74,3,55,32,1,54,0,0,54,72,12,53,90,2,53,78,3,53,73,3,53,90,2,53,73,2,53,0,0,53,0,0,52,0,0,52,0,0,51,0,0,51,0,0,51,0,0,51,0,0,51,0,0,51,19,1,51,26,1,51,23,1,51,27,1,51,66,8,51,71,2,51,76,7,51,62,3,51,0,0,51,0,0,51,0,0,51,19,1,51,33,12,51,63,6,51,90,2,51,90,2,51,83,2,51,90,2,52,70,3,52,64,3
0,Allan Tchaptchet,Southampton,DEF,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,12,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0
0,Alphonse Areola,Fulham,GK,45,0,0,45,90,1,45,90,1,45,90,3,45,90,3,45,90,3,45,90,6,45,90,4,45,90,2,45,90,2,45,90,2,45,90,3,45,90,9,45,90,3,45,90,8,45,0,0,45,0,0,45,90,3,45,180,5,45,90,10,45,90,1,45,90,2,45,90,6,45,180,8,45,90,6,45,180,8,45,90,8,45,90,2,46,90,1,46,90,1,46,90,2,46,90,2,46,0,0,46,90,2,46,90,2,45,90,2,45,90,3,45,0,0
0,Amad Diallo,Man Utd,MID,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,0,0,54,77,5,54,0,0,54,7,1,54,81,2
0,Andi Zeqiri,Brighton,FWD,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,18,1,50,0,0,50,0,0,50,45,1,50,0,0,50,0,0,50,0,0,50,0,0,50,3,1,50,0,0,50,0,0,50,0,0,50,0,0,50,0,0,50,45,1,50,7,1,50,2,1,50,0,0,50,0,0,50,0,0,50,0,0,50,12,1,50,7,1,50,25,1,50,0,0
0,Andreas Christensen,Chelsea,DEF,50,90,2,50,45,-3,50,90,0,49,0,0,49,90,1,49,0,0,49,0,0,48,0,0,48,0,0,48,0,0,48,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,90,2,47,0,0,47,0,0,47,0,0,47,0,0,47,0,0,47,54,1,47,90,2,47,90,6,47,0,0,47,180,17,47,90,6,47,90,7,47,0,0,47,57,-1,47,0,0,47,90,7,47,90,5,47,90,8,47,45,1,47,0,0,47,0,0,47,0,0
0,Andreas Pereira,Man Utd,MID,50,0,0,50,0,0,50,0,0,49,0,0,49,0,0,49,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0,48,0,0
0,Andreas Söndergaard,Wolves,GK,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0
0,Andrew Robertson,Liverpool,DEF,70,90,4,70,90,6,70,90,10,70,90,-1,70,90,6,71,90,2,71,90,2,71,90,2,71,90,12,71,90,2,72,90,6,72,90,2,72,90,5,72,90,10,73,90,2,73,90,9,74,90,1,74,0,0,74,180,8,74,90,2,74,90,2,74,90,2,74,84,0,73,90,1,73,90,1,72,180,9,72,90,2,72,90,6,72,0,0,71,60,7,71,90,4,71,90,2,71,90,3,71,0,0,71,180,7,71,90,2,72,90,15,73,90,8
0,Andriy Yarmolenko,West Ham,MID,60,23,0,59,7,1,59,0,0,58,0,0,57,13,1,57,38,1,57,16,1,57,0,0,56,0,0,56,0,0,56,0,0,56,0,0,56,10,1,56,0,0,55,45,1,55,71,2,55,17,1,55,0,0,55,36,5,55,7,1,55,28,1,55,0,0,55,34,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,0,0,55,17,1,55,0,0,55,0,0,55,0,0
0,Andros Townsend,Crystal Palace,MID,60,90,8,60,90,9,60,90,5,61,90,2,61,90,2,61,90,2,60,71,2,60,70,2,59,90,2,59,66,3,59,0,0,58,1,1,58,84,4,57,0,0,57,8,1,57,90,5,57,90,3,57,90,3,56,78,2,56,65,2,56,11,1,56,32,1,56,45,1,55,28,1,55,90,5,55,180,6,55,64,2,55,6,1,55,0,0,55,0,0,55,14,1,55,0,0,55,12,1,55,81,2,55,74,3,55,90,2,55,90,7,55,90,2
0,André Filipe Tavares Gomes,Everton,MID,55,67,3,55,90,2,55,75,2,55,0,0,55,71,1,55,0,0,55,59,1,55,0,0,54,0,0,54,23,1,54,61,3,54,7,1,54,49,0,54,0,0,53,16,1,53,0,0,53,26,1,53,26,4,53,0,0,53,90,2,53,27,1,53,90,2,53,90,2,53,90,2,53,58,0,53,176,6,53,75,2,53,90,2,53,0,0,53,30,1,53,0,0,53,0,0,53,65,3,53,69,2,53,23,1,53,12,1,53,4,1,53,0,0
0,André-Frank Zambo Anguissa,Fulham,MID,45,27,1,45,90,5,45,90,2,45,90,2,45,90,1,45,65,2,45,90,3,45,90,2,45,21,1,45,90,7,45,90,2,45,90,2,45,90,3,45,90,2,45,90,2,45,0,0,45,0,0,45,90,1,45,168,8,45,90,3,45,90,2,45,45,1,45,7,1,45,36,2,45,90,2,45,98,4,45,0,0,45,90,2,45,90,2,45,0,0,45,27,1,45,90,2,45,0,0,44,90,2,44,90,1,44,62,2,44,90,2,44,45,1
0,Andy Carroll,Newcastle,FWD,55,87,2,55,45,1,55,13,4,55,0,0,54,0,0,54,2,1,53,3,1,53,12,1,53,16,1,52,0,0,52,0,0,52,0,0,52,0,0,52,0,0,52,19,1,52,0,0,52,11,8,52,13,1,52,138,3,52,0,0,52,0,0,52,1,1,52,0,0,52,11,1,52,0,0,52,0,0,51,1,1,51,2,1,51,0,0,51,0,0,51,0,0,51,1,1,51,0,0,51,0,0,51,0,0,51,0,0,51,5,1,51,0,0
0,Andy Lonergan,West Brom,GK,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0,40,0,0
0,Angelo Ogbonna,West Ham,DEF,50,90,1,50,90,1,50,90,6,49,90,6,49,90,0,49,90,2,49,90,1,49,62,5,49,90,6,49,90,9,49,90,1,49,90,11,49,90,2,50,90,1,50,90,1,50,90,6,50,90,7,50,0,0,50,180,7,50,90,1,50,90,1,50,90,2,50,90,5,50,0,0,49,0,0,48,0,0,48,0,0,48,0,0,48,0,0,47,0,0,47,0,0,47,90,1,47,90,2,47,0,0,47,0,0,47,90,2,47,90,7,47,90,6
