id,name,position,team,kickoff_time,value,was_home,opponent,gameweek,season,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,Fábio Ferreira Vieira,MID,Arsenal,13,54,True,Chelsea,29,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.6666666666667,0.0,0.0,-2.3333333333333335,0.0,2.3333333333333335,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
2,Gabriel Fernando de Jesus,FWD,Arsenal,13,65,True,Chelsea,29,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129158.33333333333,0.0,0.0,-3818.3333333333335,61.333333333333336,3879.6666666666665,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
3,Gabriel dos Santos Magalhães,DEF,Arsenal,13,63,True,Chelsea,29,2024-25,0.0,0.3333333333333333,16.333333333333332,0.3333333333333333,7.933333333333334,0.6666666666666666,0.0,2.9333333333333336,17.0,90.0,0.0,0.0,0.0,0.0,0.0,3348991.6666666665,4.333333333333333,3.6666666666666665,44377.0,103097.0,58720.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
4,Kai Havertz,FWD,Arsenal,13,77,True,Chelsea,29,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706280.3333333334,0.0,0.0,-37322.333333333336,164.33333333333334,37486.666666666664,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
5,Karl Hein,GKP,Arsenal,13,40,True,Chelsea,29,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870.0,0.0,0.0,-17.0,0.0,17.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
6,Jurriën Timber,DEF,Arsenal,13,56,True,Chelsea,29,2024-25,0.3333333333333333,0.0,18.666666666666668,0.3333333333333333,12.833333333333334,0.6666666666666666,0.0,3.8666666666666667,15.0,88.0,0.0,0.0,0.0,0.0,0.0,508706.3333333333,10.666666666666666,4.333333333333333,2303.3333333333335,21281.666666666668,18978.333333333332,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
7,Jorge Luiz Frello Filho,MID,Arsenal,13,47,True,Chelsea,29,2024-25,0.0,0.0,2.3333333333333335,0.3333333333333333,1.5999999999999999,0.0,0.0,0.26666666666666666,0.3333333333333333,23.0,0.0,0.0,0.0,0.0,0.0,25040.0,0.6666666666666666,1.0,-188.0,257.3333333333333,445.3333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
8,Jakub Kiwior,DEF,Arsenal,13,48,True,Chelsea,29,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19123.666666666668,0.0,0.0,-149.66666666666666,196.33333333333334,346.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
9,Gabriel Martinelli Silva,MID,Arsenal,13,65,True,Chelsea,29,2024-25,0.0,0.0,-0.3333333333333333,0.0,1.7666666666666666,0.0,0.0,1.3,1.1333333333333333,10.666666666666666,0.0,0.0,0.0,0.0,0.0,228375.33333333334,10.0,0.3333333333333333,-24827.0,65.33333333333333,24892.333333333332,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
12,Ethan Nwaneri,MID,Arsenal,13,46,True,Chelsea,29,2024-25,0.0,0.0,5.666666666666667,0.3333333333333333,13.733333333333334,0.6666666666666666,0.0,3.0,5.666666666666667,71.0,0.0,0.0,0.0,0.0,0.0,483732.6666666667,10.666666666666666,2.0,117605.0,141034.66666666666,23429.666666666668,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
13,Martin Ødegaard,MID,Arsenal,13,82,True,Chelsea,29,2024-25,0.0,0.3333333333333333,16.333333333333332,0.3333333333333333,39.36666666666667,0.6666666666666666,0.0,7.033333333333334,12.933333333333332,88.0,0.0,0.0,0.0,0.0,0.0,562600.6666666666,18.0,2.6666666666666665,-5881.666666666667,17788.333333333332,23670.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
15,David Raya Martin,GKP,Arsenal,13,55,True,Chelsea,29,2024-25,0.0,0.0,17.333333333333332,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,2.466666666666667,24.266666666666666,90.0,0.0,0.0,0.0,0.0,2.6666666666666665,2979510.0,0.0,3.6666666666666665,9022.0,51088.666666666664,42066.666666666664,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
16,Declan Rice,MID,Arsenal,13,62,True,Chelsea,29,2024-25,0.0,1.0,20.666666666666668,0.3333333333333333,32.26666666666667,0.6666666666666666,0.3333333333333333,7.166666666666667,25.066666666666666,78.33333333333333,0.0,0.0,0.0,0.0,0.0,306902.0,14.333333333333334,4.666666666666667,-2185.3333333333335,7168.666666666667,9354.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
17,Bukayo Saka,MID,Arsenal,13,102,True,Chelsea,29,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978283.3333333334,0.0,0.0,-9387.333333333334,508.6666666666667,9896.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
