id,name,position,team,kickoff_time,value,was_home,opponent,gameweek,season,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,Fábio Ferreira Vieira,MID,Arsenal,15,54,True,West Ham,26,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1122.6666666666667,0.0,0.0,-5.666666666666667,0.0,5.666666666666667,0.0,2.6666666666666665,0.3333333333333333,3.0
2,Gabriel Fernando de Jesus,FWD,Arsenal,15,65,True,West Ham,26,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,154196.66666666666,0.0,0.0,-41198.333333333336,117.33333333333333,41315.666666666664,0.0,2.6666666666666665,0.3333333333333333,3.0
3,Gabriel dos Santos Magalhães,DEF,Arsenal,15,63,True,West Ham,26,2024-25,0.0,0.3333333333333333,22.333333333333332,0.6666666666666666,9.133333333333333,0.3333333333333333,0.0,3.1333333333333333,17.466666666666665,90.0,0.0,0,0,0.0,0.0,3172702.3333333335,4.666666666666667,5.0,-22726.0,119424.33333333333,142150.33333333334,0.0,2.6666666666666665,0.3333333333333333,3.0
4,Kai Havertz,FWD,Arsenal,15,78,True,West Ham,26,2024-25,0.3333333333333333,1.0,12.666666666666666,0.3333333333333333,5.366666666666666,0.3333333333333333,0.3333333333333333,5.0,20.933333333333334,59.666666666666664,0.0,0,0,0.0,0.0,853147.6666666666,23.666666666666668,4.666666666666667,-29104.333333333332,45018.0,74122.33333333333,0.0,2.6666666666666665,0.3333333333333333,3.0
5,Karl Hein,GKP,Arsenal,15,40,True,West Ham,26,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2932.0,0.0,0.0,-27.333333333333332,0.0,27.333333333333332,0.0,2.6666666666666665,0.3333333333333333,3.0
6,Jurriën Timber,DEF,Arsenal,15,56,True,West Ham,26,2024-25,0.0,0.0,15.333333333333334,0.6666666666666666,4.8999999999999995,0.3333333333333333,0.0,2.266666666666666,12.466666666666667,90.0,0.0,0,0,0.0,0.0,503037.3333333333,5.0,4.0,-22929.333333333332,26082.333333333332,49011.666666666664,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0
7,Jorge Luiz Frello Filho,MID,Arsenal,15,47,True,West Ham,26,2024-25,0.0,0.0,-0.3333333333333333,0.0,0.09999999999999999,0.0,0.0,0.03333333333333333,0.19999999999999998,5.0,0.0,0,0,0.0,0.0,25370.0,0.0,0.0,-248.66666666666666,545.3333333333334,794.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,3.0
8,Jakub Kiwior,DEF,Arsenal,15,48,True,West Ham,26,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19082.0,0.0,0.0,-284.3333333333333,362.0,646.3333333333334,0.0,2.6666666666666665,0.3333333333333333,3.0
9,Gabriel Martinelli Silva,MID,Arsenal,15,66,True,West Ham,26,2024-25,0.3333333333333333,0.0,6.666666666666667,0.3333333333333333,11.733333333333334,0.3333333333333333,0.0,3.0,9.733333333333333,58.666666666666664,0.0,0,0,0.0,0.0,358585.0,8.333333333333334,2.6666666666666665,-40370.0,22168.0,62538.0,0.0,2.6666666666666665,0.3333333333333333,3.0
12,Ethan Nwaneri,MID,Arsenal,15,46,True,West Ham,26,2024-25,0.3333333333333333,1.0,23.666666666666668,0.3333333333333333,17.333333333333332,0.0,0.3333333333333333,6.566666666666666,27.733333333333334,47.0,0.0,0,0,0.0,0.0,87574.0,20.666666666666668,5.333333333333333,32023.333333333332,36247.666666666664,4224.333333333333,0.0,2.6666666666666665,0.3333333333333333,3.0
13,Martin Ødegaard,MID,Arsenal,15,82,True,West Ham,26,2024-25,0.0,0.0,15.0,0.3333333333333333,14.066666666666665,0.3333333333333333,0.3333333333333333,3.9666666666666663,16.733333333333334,57.666666666666664,0.0,0,0,0.0,0.0,559207.3333333334,9.0,3.0,-16521.666666666668,22732.333333333332,39254.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,3.0
15,David Raya Martin,GKP,Arsenal,15,55,True,West Ham,26,2024-25,0.0,1.0,23.0,0.6666666666666666,0.0,0.3333333333333333,0.0,2.1999999999999997,22.0,90.0,0.0,0,0,0.0,3.0,2990305.3333333335,0.0,6.333333333333333,-121178.0,40276.0,161454.0,0.0,2.6666666666666665,0.3333333333333333,3.0
16,Declan Rice,MID,Arsenal,15,62,True,West Ham,26,2024-25,0.6666666666666666,0.6666666666666666,23.333333333333332,0.6666666666666666,35.4,0.3333333333333333,0.0,7.433333333333333,28.400000000000002,90.0,0.0,0,0,0.0,0.0,293926.0,10.333333333333334,5.333333333333333,3188.0,11926.0,8738.0,0.0,2.6666666666666665,0.3333333333333333,3.0
17,Bukayo Saka,MID,Arsenal,15,102,True,West Ham,26,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1020991.3333333334,0.0,0.0,-29237.0,504.3333333333333,29741.333333333332,0.0,2.6666666666666665,0.3333333333333333,3.0
18,William Saliba,DEF,Arsenal,15,62,True,West Ham,26,2024-25,0.0,1.0,22.0,0.6666666666666666,0.8000000000000002,0.3333333333333333,0.0,1.7666666666666668,16.8,90.0,0.0,0,0,0.0,0.0,2456925.6666666665,0.0,5.666666666666667,-228006.33333333334,28046.333333333332,256052.66666666666,0.0,2.6666666666666665,0.3333333333333333,3.0
20,Thomas Partey,MID,Arsenal,15,49,True,West Ham,26,2024-25,0.0,0.3333333333333333,21.666666666666668,0.6666666666666666,7.1000000000000005,0.3333333333333333,0.3333333333333333,3.6333333333333333,24.866666666666664,84.66666666666667,0.0,0,0,0.0,0.0,84864.0,4.333333333333333,4.666666666666667,378.6666666666667,4025.0,3646.3333333333335,0.0,2.6666666666666665,0.3333333333333333,3.0
