id,name,position,team,kickoff_time,value,was_home,opponent,gameweek,season,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,Fábio Ferreira Vieira,MID,Arsenal,15,54,False,Wolves,23,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1139.0,0.0,0.0,-4.333333333333333,0.0,4.333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
2,Gabriel Fernando de Jesus,FWD,Arsenal,15,67,False,Wolves,23,2024-25,0.0,0.0,0.3333333333333333,0.0,9.033333333333333,0.3333333333333333,0.0,2.3000000000000003,2.533333333333333,30.0,0.0,0,0,0.0,0.0,619949.6666666666,11.333333333333334,0.6666666666666666,-172082.66666666666,136490.33333333334,308573.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
3,Gabriel dos Santos Magalhães,DEF,Arsenal,15,64,False,Wolves,23,2024-25,0.0,0.0,8.333333333333334,0.0,8.833333333333334,1.3333333333333333,0.0,3.1999999999999997,20.0,90.0,0.0,0,0,0.0,0.0,3231538.6666666665,3.0,1.3333333333333333,14097.333333333334,112803.33333333333,98706.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
4,Kai Havertz,FWD,Arsenal,15,78,False,Wolves,23,2024-25,0.0,0.3333333333333333,6.333333333333333,0.0,6.8999999999999995,1.0,0.3333333333333333,4.133333333333334,10.733333333333334,60.0,0.0,0,0,0.0,0.0,939167.3333333334,23.666666666666668,2.6666666666666665,-91197.66666666667,23996.333333333332,115194.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
5,Karl Hein,GKP,Arsenal,15,40,False,Wolves,23,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3012.3333333333335,0.0,0.0,-42.0,0.0,42.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
6,Jurriën Timber,DEF,Arsenal,15,56,False,Wolves,23,2024-25,0.0,0.0,6.0,0.0,2.1666666666666665,1.0,0.0,0.9666666666666668,6.933333333333333,60.0,0.0,0,0,0.0,0.0,599943.0,0.6666666666666666,1.0,-109318.0,21658.666666666668,130976.66666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
7,Jorge Luiz Frello Filho,MID,Arsenal,15,47,False,Wolves,23,2024-25,0.0,0.0,5.333333333333333,0.0,4.866666666666666,0.3333333333333333,0.0,0.6333333333333333,1.4666666666666668,21.0,0.0,0,0,0.0,0.0,25536.333333333332,0.0,0.6666666666666666,-206.33333333333334,747.0,953.3333333333334,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
8,Jakub Kiwior,DEF,Arsenal,15,48,False,Wolves,23,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19600.666666666668,0.0,0.0,-890.6666666666666,330.0,1220.6666666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
9,Gabriel Martinelli Silva,MID,Arsenal,15,67,False,Wolves,23,2024-25,0.0,0.0,9.666666666666666,0.0,7.133333333333333,1.0,0.3333333333333333,5.533333333333334,13.266666666666667,51.666666666666664,0.0,0,0,0.0,0.0,486591.3333333333,35.0,3.0,-23117.333333333332,56520.0,79637.33333333333,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
12,Ethan Nwaneri,MID,Arsenal,15,45,False,Wolves,23,2024-25,0.0,0.3333333333333333,7.333333333333333,0.0,0.43333333333333335,0.0,0.3333333333333333,1.7333333333333334,11.333333333333334,15.0,0.0,0,0,0.0,0.0,53738.666666666664,5.666666666666667,2.0,467.6666666666667,11344.666666666666,10877.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
13,Martin Ødegaard,MID,Arsenal,15,83,False,Wolves,23,2024-25,0.3333333333333333,1.0,13.0,0.0,32.1,1.0,0.0,5.966666666666666,13.333333333333334,68.66666666666667,0.0,0,0,0.0,0.0,654297.6666666666,14.0,3.6666666666666665,-68373.66666666667,18474.666666666668,86848.33333333333,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
15,David Raya Martin,GKP,Arsenal,15,56,False,Wolves,23,2024-25,0.0,0.0,9.333333333333334,0.0,0.0,1.3333333333333333,0.0,1.7333333333333334,17.266666666666666,90.0,0.0,0,0,0.0,2.0,3347822.3333333335,0.0,2.0,-82925.33333333333,42471.666666666664,125397.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
16,Declan Rice,MID,Arsenal,15,62,False,Wolves,23,2024-25,0.0,0.6666666666666666,21.0,0.0,34.300000000000004,1.3333333333333333,0.0,5.766666666666666,13.733333333333334,88.66666666666667,0.0,0,0,0.0,0.0,292343.3333333333,9.666666666666666,2.6666666666666665,-5491.666666666667,7375.333333333333,12867.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
17,Bukayo Saka,MID,Arsenal,15,102,False,Wolves,23,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1143835.3333333333,0.0,0.0,-139431.33333333334,1401.3333333333333,140832.66666666666,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
