id,name,position,team,kickoff_time,value,was_home,opponent,gameweek,season,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,Fábio Ferreira Vieira,MID,Arsenal,17,54,True,Aston Villa,22,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1143.3333333333333,0.0,0.0,-4.666666666666667,0.0,4.666666666666667,0.0,2.0,1.0,2.3333333333333335
2,Gabriel Fernando de Jesus,FWD,Arsenal,17,68,True,Aston Villa,22,2024-25,0.3333333333333333,1.0,14.666666666666666,0.0,11.299999999999999,0.6666666666666666,0.3333333333333333,5.866666666666667,15.266666666666667,60.0,0.0,0.0,0.0,0,0.0,787404.6666666666,32.0,4.666666666666667,-80932.33333333333,159304.33333333334,240236.66666666666,0.0,2.0,1.0,2.3333333333333335
3,Gabriel dos Santos Magalhães,DEF,Arsenal,17,64,True,Aston Villa,22,2024-25,0.0,0.0,9.0,0.0,7.0,1.0,0.0,2.5666666666666664,16.933333333333334,90.0,0.0,0.0,0.0,0,0.0,3205765.3333333335,1.6666666666666667,1.6666666666666667,62881.0,140293.0,77412.0,0.3333333333333333,2.0,1.0,2.3333333333333335
4,Kai Havertz,FWD,Arsenal,17,78,True,Aston Villa,22,2024-25,0.0,0.0,-2.6666666666666665,0.0,1.0999999999999999,0.3333333333333333,0.0,1.6666666666666667,0.0,30.0,0.0,0.0,0.0,0,0.0,1028630.0,15.666666666666666,0.3333333333333333,-64929.333333333336,42324.0,107253.33333333333,0.3333333333333333,2.0,1.0,2.3333333333333335
5,Karl Hein,GKP,Arsenal,17,40,True,Aston Villa,22,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3053.3333333333335,0.0,0.0,-58.666666666666664,0.0,58.666666666666664,0.0,2.0,1.0,2.3333333333333335
6,Jurriën Timber,DEF,Arsenal,17,57,True,Aston Villa,22,2024-25,0.0,0.0,6.0,0.0,8.866666666666665,0.6666666666666666,0.0,2.033333333333333,9.4,60.0,0.0,0.0,0.0,0,0.0,707486.6666666666,2.0,1.0,-89665.0,36237.333333333336,125902.33333333333,0.3333333333333333,2.0,1.0,2.3333333333333335
7,Jorge Luiz Frello Filho,MID,Arsenal,17,47,True,Aston Villa,22,2024-25,0.0,0.0,6.333333333333333,0.0,4.866666666666666,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,21.666666666666668,0.0,0.0,0.0,0,0.0,25568.666666666668,0.0,1.0,-275.6666666666667,776.3333333333334,1052.0,0.0,2.0,1.0,2.3333333333333335
8,Jakub Kiwior,DEF,Arsenal,17,48,True,Aston Villa,22,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20242.666666666668,0.0,0.0,-1291.6666666666667,376.3333333333333,1668.0,0.0,2.0,1.0,2.3333333333333335
9,Gabriel Martinelli Silva,MID,Arsenal,17,68,True,Aston Villa,22,2024-25,0.0,0.6666666666666666,13.666666666666666,0.0,19.8,0.6666666666666666,0.3333333333333333,6.0,18.2,54.666666666666664,0.0,0.0,0.0,0,0.0,507697.3333333333,22.0,3.6666666666666665,10120.333333333334,68884.0,58763.666666666664,0.0,2.0,1.0,2.3333333333333335
12,Ethan Nwaneri,MID,Arsenal,17,45,True,Aston Villa,22,2024-25,0.0,0.3333333333333333,9.666666666666666,0.0,10.966666666666667,0.3333333333333333,0.3333333333333333,3.4,13.799999999999999,40.666666666666664,0.0,0.0,0.0,0,0.0,53119.333333333336,9.333333333333334,2.6666666666666665,3138.6666666666665,11964.666666666666,8826.0,0.3333333333333333,2.0,1.0,2.3333333333333335
13,Martin Ødegaard,MID,Arsenal,17,83,True,Aston Villa,22,2024-25,0.3333333333333333,1.0,14.666666666666666,0.0,31.400000000000002,0.6666666666666666,0.0,5.8,13.666666666666666,67.66666666666667,0.0,0.0,0.0,0,0.0,718948.0,12.666666666666666,3.6666666666666665,-57109.0,37011.0,94120.0,0.0,2.0,1.0,2.3333333333333335
