id,name,position,team,kickoff_time,value,was_home,opponent,gameweek,season,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,Fábio Ferreira Vieira,MID,Arsenal,16,54,True,Man City,24,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1134.3333333333333,0.0,0.0,-5.0,0.0,5.0,0.0,1.6666666666666667,1.0,2.3333333333333335
2,Gabriel Fernando de Jesus,FWD,Arsenal,16,66,True,Man City,24,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,329920.6666666667,0.0,0.0,-290477.0,18281.0,308758.0,0.0,1.6666666666666667,1.0,2.3333333333333335
3,Gabriel dos Santos Magalhães,DEF,Arsenal,16,64,True,Man City,24,2024-25,0.0,0.3333333333333333,14.333333333333334,0.3333333333333333,11.866666666666667,1.0,0.0,4.033333333333334,22.866666666666664,90.0,0.0,0,0,0.0,0.0,3232283.3333333335,5.333333333333333,3.0,-12794.0,112642.66666666667,125436.66666666667,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335
4,Kai Havertz,FWD,Arsenal,16,78,True,Man City,24,2024-25,0.0,0.3333333333333333,4.333333333333333,0.3333333333333333,7.366666666666666,1.0,0.3333333333333333,5.633333333333333,13.200000000000001,90.0,0.0,0,0,0.0,0.0,907246.6666666666,35.666666666666664,3.3333333333333335,-36532.0,34530.0,71062.0,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335
5,Karl Hein,GKP,Arsenal,16,40,True,Man City,24,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2983.0,0.0,0.0,-30.0,0.0,30.0,0.0,1.6666666666666667,1.0,2.3333333333333335
6,Jurriën Timber,DEF,Arsenal,16,56,True,Man City,24,2024-25,0.0,0.0,13.0,0.3333333333333333,3.9333333333333336,1.0,0.0,1.6000000000000003,11.399999999999999,90.0,0.0,0,0,0.0,0.0,559239.0,0.6666666666666666,2.6666666666666665,-45902.333333333336,21385.666666666668,67288.0,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335
7,Jorge Luiz Frello Filho,MID,Arsenal,16,47,True,Man City,24,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,25499.0,0.0,0.0,-211.0,674.6666666666666,885.6666666666666,0.0,1.6666666666666667,1.0,2.3333333333333335
8,Jakub Kiwior,DEF,Arsenal,16,48,True,Man City,24,2024-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19267.333333333332,0.0,0.0,-572.3333333333334,309.0,881.3333333333334,0.0,1.6666666666666667,1.0,2.3333333333333335
9,Gabriel Martinelli Silva,MID,Arsenal,16,67,True,Man City,24,2024-25,0.0,0.0,10.666666666666666,0.3333333333333333,10.0,0.6666666666666666,0.3333333333333333,5.766666666666667,14.066666666666668,65.33333333333333,0.0,0,0,0.0,0.0,435632.3333333333,33.666666666666664,3.6666666666666665,-52238.666666666664,25258.333333333332,77497.0,0.0,1.6666666666666667,1.0,2.3333333333333335
12,Ethan Nwaneri,MID,Arsenal,16,45,True,Man City,24,2024-25,0.0,0.0,0.6666666666666666,0.0,0.26666666666666666,0.0,0.0,0.2333333333333333,0.7333333333333334,15.0,0.0,0,0,0.0,0.0,51107.666666666664,1.3333333333333333,0.3333333333333333,-2536.3333333333335,8345.333333333334,10881.666666666666,0.0,1.6666666666666667,1.0,2.3333333333333335
