id,name,position,team,kickoff_time,value,was_home,opponent,gameweek,season,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,Folarin Balogun,FWD,Arsenal,18,44,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19324.5,0.0,0.0,-89.5,0.0,89.5,0.0,4.0,0.5,3.0
2,Cédric Alves Soares,DEF,Arsenal,18,38,True,Luton,31,2023-24,0.0,0.0,4.5,0.0,1.15,0.0,0.0,0.15,0.5,12.5,0.0,0.0,0.0,0.0,0.0,42512.5,0.0,0.5,1637.0,2897.5,1260.5,0.0,4.0,0.5,3.0
3,Mohamed Elneny,MID,Arsenal,18,44,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343.5,0.0,0.0,-58.0,61.0,119.0,0.0,4.0,0.5,3.0
4,Fábio Ferreira Vieira,MID,Arsenal,18,54,True,Luton,31,2023-24,0.0,0.0,1.5,0.0,7.05,0.0,0.0,0.95,1.4,22.5,0.0,0.0,0.0,0.0,0.0,8513.0,1.0,0.5,-4.0,30.5,34.5,0.0,4.0,0.5,3.0
5,Gabriel dos Santos Magalhães,DEF,Arsenal,18,53,True,Luton,31,2023-24,0.0,0.0,20.0,0.5,6.800000000000001,0.5,0.0,3.4,18.7,90.0,0.0,0.0,0.0,0.0,0.0,2936535.5,8.5,3.5,130379.5,154085.0,23705.5,0.5,4.0,0.5,3.0
6,Kai Havertz,MID,Arsenal,18,72,True,Luton,31,2023-24,0.5,2.0,33.5,0.5,27.049999999999997,0.5,1.0,12.450000000000001,48.6,90.0,0.0,0.0,0.0,0.0,0.0,273455.0,49.0,10.5,66818.5,71907.5,5089.0,0.5,4.0,0.5,3.0
8,Gabriel Fernando de Jesus,FWD,Arsenal,18,77,True,Luton,31,2023-24,0.0,0.0,0.5,0.0,1.85,0.0,0.0,1.8,3.4,23.0,0.0,0.0,0.0,0.0,0.0,279878.5,12.5,1.0,-369.5,9375.5,9745.0,0.0,4.0,0.5,3.0
9,Jorge Luiz Frello Filho,MID,Arsenal,18,53,True,Luton,31,2023-24,0.0,0.0,12.5,0.5,18.85,0.5,0.0,2.8,9.4,66.5,0.0,0.0,0.0,0.0,0.0,19131.0,0.0,2.5,-9.5,226.0,235.5,0.0,4.0,0.5,3.0
10,Jakub Kiwior,DEF,Arsenal,18,44,True,Luton,31,2023-24,0.5,0.5,24.0,0.5,19.25,0.5,0.0,4.6,19.7,84.0,0.0,0.0,0.0,0.0,0.0,130304.5,7.0,6.0,54976.5,58722.0,3745.5,0.0,4.0,0.5,3.0
11,Marcus Oliveira Alencar,MID,Arsenal,18,45,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337.0,0.0,0.0,-11.0,0.0,11.0,0.0,4.0,0.5,3.0
12,Gabriel Martinelli Silva,MID,Arsenal,18,76,True,Luton,31,2023-24,0.5,0.0,16.0,0.5,13.55,0.0,0.5,6.2,25.9,31.5,0.0,0.0,0.0,0.0,0.0,633118.0,22.5,5.5,-13152.5,25153.0,38305.5,0.0,4.0,0.5,3.0
13,Eddie Nketiah,FWD,Arsenal,18,51,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372191.0,0.0,0.0,-8278.5,2961.5,11240.0,0.0,4.0,0.5,3.0
14,Martin Ødegaard,MID,Arsenal,18,85,True,Luton,31,2023-24,0.0,1.0,26.0,0.5,51.2,0.5,0.5,11.3,30.6,90.0,0.0,0.0,0.0,0.0,0.0,1851619.5,31.0,6.0,56995.5,96593.0,39597.5,0.0,4.0,0.5,3.0
15,Thomas Partey,MID,Arsenal,18,48,True,Luton,31,2023-24,0.0,0.0,5.0,0.0,0.95,0.0,0.0,0.3,0.9,13.0,0.0,0.0,0.0,0.0,0.0,15102.5,1.0,1.0,-21.5,31.5,53.0,0.0,4.0,0.5,3.0
16,Nicolas Pépé,MID,Arsenal,18,49,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4430.0,0.0,0.0,-12.0,0.0,12.0,0.0,4.0,0.5,3.0
17,Aaron Ramsdale,GKP,Arsenal,18,45,True,Luton,31,2023-24,0.0,0.0,6.5,0.0,0.0,0.5,0.0,0.85,8.7,45.0,0.0,0.0,0.0,0.0,1.5,615948.0,0.0,1.5,33.5,5970.0,5936.5,0.0,4.0,0.5,3.0
18,Rúnar Alex Rúnarsson,GKP,Arsenal,18,40,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7894.5,0.0,0.0,-53.0,0.0,53.0,0.0,4.0,0.5,3.0
19,Bukayo Saka,MID,Arsenal,18,90,True,Luton,31,2023-24,1.0,0.0,18.5,0.0,37.45,0.5,0.0,7.75,12.3,67.5,0.0,0.0,0.0,0.0,0.0,7083621.5,28.0,4.5,94396.0,193018.5,98622.5,0.0,4.0,0.5,3.0
20,William Saliba,DEF,Arsenal,18,58,True,Luton,31,2023-24,0.0,0.0,18.5,0.5,6.1,0.5,0.0,2.75,19.5,90.0,0.0,0.0,0.0,0.0,0.0,4285766.5,2.0,4.0,77629.5,117232.5,39603.0,0.0,4.0,0.5,3.0
22,Emile Smith Rowe,MID,Arsenal,18,53,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10012.5,0.0,0.0,-54.5,45.5,100.0,0.0,4.0,0.5,3.0
24,Kieran Tierney,DEF,Arsenal,18,44,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10043.0,0.0,0.0,-26.0,0.0,26.0,0.0,4.0,0.5,3.0
25,Takehiro Tomiyasu,DEF,Arsenal,18,45,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24957.0,0.0,0.0,-464.5,40.0,504.5,0.0,4.0,0.5,3.0
26,Leandro Trossard,MID,Arsenal,18,65,True,Luton,31,2023-24,0.0,0.0,7.0,0.0,18.049999999999997,0.5,0.0,4.199999999999999,5.8999999999999995,47.0,0.0,0.0,0.0,0.0,0.0,245878.0,18.0,1.5,-16624.5,9640.5,26265.0,0.0,4.0,0.5,3.0
29,Benjamin White,DEF,Arsenal,18,57,True,Luton,31,2023-24,1.0,2.0,36.0,0.5,26.75,0.5,0.5,8.2,42.8,77.0,0.0,0.0,0.0,0.0,0.0,1212865.0,12.5,12.0,57593.0,73919.5,16326.5,0.0,4.0,0.5,3.0
30,Granit Xhaka,MID,Arsenal,18,60,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.5,0.0,0.0,-0.5,0.0,0.5,0.0,4.0,0.5,3.0
31,Oleksandr Zinchenko,DEF,Arsenal,18,50,True,Luton,31,2023-24,0.0,0.0,1.5,0.0,0.2,0.0,0.0,0.1,0.8,5.5,0.0,0.0,0.0,0.0,0.0,660833.0,0.0,0.5,-82216.5,653.0,82869.5,0.0,4.0,0.5,3.0
113,David Raya Martin,GKP,Arsenal,18,50,True,Luton,31,2023-24,0.0,0.0,9.5,0.5,0.0,0.0,0.0,0.2,2.0,45.0,0.0,0.0,0.0,0.0,0.0,746356.0,0.0,3.0,-31223.0,34266.5,65489.5,0.0,4.0,0.5,3.0
540,Declan Rice,MID,Arsenal,18,55,True,Luton,31,2023-24,0.0,1.0,30.0,0.5,19.75,0.5,1.0,10.1,45.8,81.5,0.0,0.0,0.0,0.0,0.0,600922.5,35.5,8.5,23533.0,36346.0,12813.0,0.0,4.0,0.5,3.0
578,Reiss Nelson,MID,Arsenal,18,48,True,Luton,31,2023-24,0.0,0.0,1.5,0.0,5.2,0.0,0.0,0.65,1.2,5.5,0.0,0.0,0.0,0.0,0.0,4205.0,0.0,0.5,-34.5,44.5,79.0,0.0,4.0,0.5,3.0
585,Jurriën Timber,DEF,Arsenal,18,46,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45549.0,0.0,0.0,-109.5,85.0,194.5,0.0,4.0,0.5,3.0
646,Karl Hein,GKP,Arsenal,18,40,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5544.5,0.0,0.0,-57.5,59.0,116.5,0.0,4.0,0.5,3.0
735,Charles Sagoe,MID,Arsenal,18,45,True,Luton,31,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,-9.5,0.0,9.5,0.0,4.0,0.5,3.0
