id,total_points,was_home,kickoff_time,gameweek,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,False,15,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,-7,1129,0,7,Fábio Ferreira Vieira,MID,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1139.0,0.0,0.0,-4.333333333333333,0.0,4.333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
2,0,False,15,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,66,-83325,176252,151,83476,Gabriel Fernando de Jesus,FWD,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,0.3333333333333333,0.0,9.033333333333333,0.3333333333333333,0.0,2.3000000000000003,2.533333333333333,30.0,0.0,0,0,0.0,0.0,619949.6666666666,11.333333333333334,0.6666666666666666,-172082.66666666666,136490.33333333334,308573.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
3,7,False,15,23,False,90,0,0,1,0,0,0,0,0,0,0,1,27,18.8,11.3,7.0,3.7,0,0,0,0,0,0,0,64,-8279,3235745,158354,166633,Gabriel dos Santos Magalhães,DEF,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,8.333333333333334,0.0,8.833333333333334,1.3333333333333333,0.0,3.1999999999999997,20.0,90.0,0.0,0,0,0.0,0.0,3231538.6666666665,3.0,1.3333333333333333,14097.333333333334,112803.33333333333,98706.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
4,2,False,15,23,False,90,0,0,1,0,0,0,0,0,0,0,0,-6,7.4,1.4,36.0,4.5,0,0,0,0,0,0,0,78,35507,918025,67389,31882,Kai Havertz,FWD,Arsenal,Wolves,2024-25,1,0,3,0.0,0.3333333333333333,6.333333333333333,0.0,6.8999999999999995,1.0,0.3333333333333333,4.133333333333334,10.733333333333334,60.0,0.0,0,0,0.0,0.0,939167.3333333334,23.666666666666668,2.6666666666666665,-91197.66666666667,23996.333333333332,115194.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
5,0,False,15,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,-27,2957,0,27,Karl Hein,GKP,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3012.3333333333335,0.0,0.0,-42.0,0.0,42.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
6,5,False,15,23,False,90,0,0,1,0,0,0,0,1,0,0,0,21,13.4,5.3,0.0,1.9,0,0,0,0,0,0,0,56,-25618,534439,35090,60708,Jurriën Timber,DEF,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,6.0,0.0,2.1666666666666665,1.0,0.0,0.9666666666666668,6.933333333333333,60.0,0.0,0,0,0.0,0.0,599943.0,0.6666666666666666,1.0,-109318.0,21658.666666666668,130976.66666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
7,0,False,15,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47,-287,25385,569,856,Jorge Luiz Frello Filho,MID,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,5.333333333333333,0.0,4.866666666666666,0.3333333333333333,0.0,0.6333333333333333,1.4666666666666668,21.0,0.0,0,0,0.0,0.0,25536.333333333332,0.0,0.6666666666666666,-206.33333333333334,747.0,953.3333333333334,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
8,0,False,15,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,-283,19135,434,717,Jakub Kiwior,DEF,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19600.666666666668,0.0,0.0,-890.6666666666666,330.0,1220.6666666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
9,3,False,15,23,False,86,0,0,1,0,0,0,0,0,0,0,0,5,6.0,12.9,2.0,2.1,0,0,0,0,0,0,0,67,7043,415313,37916,30873,Gabriel Martinelli Silva,MID,Arsenal,Wolves,2024-25,1,0,3,0.0,0.0,9.666666666666666,0.0,7.133333333333333,1.0,0.3333333333333333,5.533333333333334,13.266666666666667,51.666666666666664,0.0,0,0,0.0,0.0,486591.3333333333,35.0,3.0,-23117.333333333332,56520.0,79637.33333333333,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
12,1,False,15,23,False,45,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.8,4.0,0.7,0,0,0,0,0,0,0,45,3009,50248,8291,5282,Ethan Nwaneri,MID,Arsenal,Wolves,2024-25,1,0,3,0.0,0.3333333333333333,7.333333333333333,0.0,0.43333333333333335,0.0,0.3333333333333333,1.7333333333333334,11.333333333333334,15.0,0.0,0,0,0.0,0.0,53738.666666666664,5.666666666666667,2.0,467.6666666666667,11344.666666666666,10877.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
