id,total_points,was_home,kickoff_time,gameweek,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,True,15,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,-5,1114,0,5,Fábio Ferreira Vieira,MID,Arsenal,West Ham,2024-25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1122.6666666666667,0.0,0.0,-5.666666666666667,0.0,5.666666666666667,0.0,2.6666666666666665,0.3333333333333333,3.0
2,0,True,15,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,65,-5356,132117,80,5436,Gabriel Fernando de Jesus,FWD,Arsenal,West Ham,2024-25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,154196.66666666666,0.0,0.0,-41198.333333333336,117.33333333333333,41315.666666666664,0.0,2.6666666666666665,0.3333333333333333,3.0
3,2,True,15,26,False,90,0,0,0,1,0,0,0,0,0,0,0,9,9.8,5.0,13.0,2.8,0,0,0,0,0,0,0,63,157859,3377693,176404,18545,Gabriel dos Santos Magalhães,DEF,Arsenal,West Ham,2024-25,0,1,0,0.0,0.3333333333333333,22.333333333333332,0.6666666666666666,9.133333333333333,0.3333333333333333,0.0,3.1333333333333333,17.466666666666665,90.0,0.0,0,0,0.0,0.0,3172702.3333333335,4.666666666666667,5.0,-22726.0,119424.33333333333,142150.33333333334,0.0,2.6666666666666665,0.3333333333333333,3.0
4,0,True,15,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,78,-71443,727176,230,71673,Kai Havertz,FWD,Arsenal,West Ham,2024-25,0,1,0,0.3333333333333333,1.0,12.666666666666666,0.3333333333333333,5.366666666666666,0.3333333333333333,0.3333333333333333,5.0,20.933333333333334,59.666666666666664,0.0,0,0,0.0,0.0,853147.6666666666,23.666666666666668,4.666666666666667,-29104.333333333332,45018.0,74122.33333333333,0.0,2.6666666666666665,0.3333333333333333,3.0
5,0,True,15,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,-19,2884,0,19,Karl Hein,GKP,Arsenal,West Ham,2024-25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2932.0,0.0,0.0,-27.333333333333332,0.0,27.333333333333332,0.0,2.6666666666666665,0.3333333333333333,3.0
6,2,True,15,26,False,90,0,0,0,1,0,0,0,0,0,0,0,12,15.0,17.8,8.0,4.1,0,0,0,0,0,0,0,56,23427,521089,34211,10784,Jurriën Timber,DEF,Arsenal,West Ham,2024-25,0,1,0,0.0,0.0,15.333333333333334,0.6666666666666666,4.8999999999999995,0.3333333333333333,0.0,2.266666666666666,12.466666666666667,90.0,0.0,0,0,0.0,0.0,503037.3333333333,5.0,4.0,-22929.333333333332,26082.333333333332,49011.666666666664,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0
7,0,True,15,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47,-215,25161,345,560,Jorge Luiz Frello Filho,MID,Arsenal,West Ham,2024-25,0,1,0,0.0,0.0,-0.3333333333333333,0.0,0.09999999999999999,0.0,0.0,0.03333333333333333,0.19999999999999998,5.0,0.0,0,0,0.0,0.0,25370.0,0.0,0.0,-248.66666666666666,545.3333333333334,794.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,3.0
8,0,True,15,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,-121,19190,259,380,Jakub Kiwior,DEF,Arsenal,West Ham,2024-25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19082.0,0.0,0.0,-284.3333333333333,362.0,646.3333333333334,0.0,2.6666666666666665,0.3333333333333333,3.0
9,0,True,15,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,66,-45416,243609,86,45502,Gabriel Martinelli Silva,MID,Arsenal,West Ham,2024-25,0,1,0,0.3333333333333333,0.0,6.666666666666667,0.3333333333333333,11.733333333333334,0.3333333333333333,0.0,3.0,9.733333333333333,58.666666666666664,0.0,0,0,0.0,0.0,358585.0,8.333333333333334,2.6666666666666665,-40370.0,22168.0,62538.0,0.0,2.6666666666666665,0.3333333333333333,3.0
12,2,True,15,26,False,80,0,0,0,1,0,0,0,0,0,0,0,5,7.6,22.7,9.0,3.9,0,0,0,0,0,0,0,46,327894,476081,332356,4462,Ethan Nwaneri,MID,Arsenal,West Ham,2024-25,0,1,0,0.3333333333333333,1.0,23.666666666666668,0.3333333333333333,17.333333333333332,0.0,0.3333333333333333,6.566666666666666,27.733333333333334,47.0,0.0,0,0,0.0,0.0,87574.0,20.666666666666668,5.333333333333333,32023.333333333332,36247.666666666664,4224.333333333333,0.0,2.6666666666666665,0.3333333333333333,3.0
