id,total_points,was_home,kickoff_time,gameweek,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,True,17,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,-3,1136,0,3,Fábio Ferreira Vieira,MID,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1143.3333333333333,0.0,0.0,-4.666666666666667,0.0,4.666666666666667,0.0,2.0,1.0,2.3333333333333335
2,0,True,17,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,-305507,257199,304,305811,Gabriel Fernando de Jesus,FWD,Arsenal,Aston Villa,2024-25,2,2,1,0.3333333333333333,1.0,14.666666666666666,0.0,11.299999999999999,0.6666666666666666,0.3333333333333333,5.866666666666667,15.266666666666667,60.0,0.0,0.0,0.0,0,0.0,787404.6666666666,32.0,4.666666666666667,-80932.33333333333,159304.33333333334,240236.66666666666,0.0,2.0,1.0,2.3333333333333335
3,1,True,17,22,False,90,0,0,0,2,0,0,0,0,0,0,0,10,28.0,22.6,4.0,5.5,0,0,0,0,0,0,0,64,-18213,3226029,78306,96519,Gabriel dos Santos Magalhães,DEF,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.0,9.0,0.0,7.0,1.0,0.0,2.5666666666666664,16.933333333333334,90.0,0.0,0.0,0.0,0,0.0,3205765.3333333335,1.6666666666666667,1.6666666666666667,62881.0,140293.0,77412.0,0.3333333333333333,2.0,1.0,2.3333333333333335
4,7,True,17,22,False,90,1,0,0,2,0,0,0,0,0,0,1,27,32.2,17.4,24.0,7.4,0,0,0,0,0,0,0,78,-54128,876123,12760,66888,Kai Havertz,FWD,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.0,-2.6666666666666665,0.0,1.0999999999999999,0.3333333333333333,0.0,1.6666666666666667,0.0,30.0,0.0,0.0,0.0,0,0.0,1028630.0,15.666666666666666,0.3333333333333333,-64929.333333333336,42324.0,107253.33333333333,0.3333333333333333,2.0,1.0,2.3333333333333335
5,0,True,17,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,-22,2986,0,22,Karl Hein,GKP,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3053.3333333333335,0.0,0.0,-58.666666666666664,0.0,58.666666666666664,0.0,2.0,1.0,2.3333333333333335
6,1,True,17,22,False,90,0,0,0,2,0,0,0,0,0,0,0,8,10.6,2.8,0.0,1.3,0,0,0,0,0,0,0,57,-33991,556204,11750,45741,Jurriën Timber,DEF,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.0,6.0,0.0,8.866666666666665,0.6666666666666666,0.0,2.033333333333333,9.4,60.0,0.0,0.0,0.0,0,0.0,707486.6666666666,2.0,1.0,-89665.0,36237.333333333336,125902.33333333333,0.3333333333333333,2.0,1.0,2.3333333333333335
7,0,True,17,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,47,-212,25502,472,684,Jorge Luiz Frello Filho,MID,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.0,6.333333333333333,0.0,4.866666666666666,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,21.666666666666668,0.0,0.0,0.0,0,0.0,25568.666666666668,0.0,1.0,-275.6666666666667,776.3333333333334,1052.0,0.0,2.0,1.0,2.3333333333333335
8,0,True,17,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,-500,19164,163,663,Jakub Kiwior,DEF,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20242.666666666668,0.0,0.0,-1291.6666666666667,376.3333333333333,1668.0,0.0,2.0,1.0,2.3333333333333335
9,7,True,17,22,False,81,1,0,0,2,0,0,0,0,0,0,0,23,33.2,5.1,84.0,12.2,0,0,0,0,0,0,0,67,-84850,404192,9429,94279,Gabriel Martinelli Silva,MID,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.6666666666666666,13.666666666666666,0.0,19.8,0.6666666666666666,0.3333333333333333,6.0,18.2,54.666666666666664,0.0,0.0,0.0,0,0.0,507697.3333333333,22.0,3.6666666666666665,10120.333333333334,68884.0,58763.666666666664,0.0,2.0,1.0,2.3333333333333335
12,0,True,17,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,-9597,46798,335,9932,Ethan Nwaneri,MID,Arsenal,Aston Villa,2024-25,2,2,1,0.0,0.3333333333333333,9.666666666666666,0.0,10.966666666666667,0.3333333333333333,0.3333333333333333,3.4,13.799999999999999,40.666666666666664,0.0,0.0,0.0,0,0.0,53119.333333333336,9.333333333333334,2.6666666666666665,3138.6666666666665,11964.666666666666,8826.0,0.3333333333333333,2.0,1.0,2.3333333333333335
