id,total_points,was_home,kickoff_time,gameweek,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
13,3,False,16,28,False,90,0,0,0,1,0,0,0,0,0,0,1,22,21.2,46.8,41.0,10.9,0,0,0,0,0,0,0,82,948,556398,19009,18061,Martin Ødegaard,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,14.333333333333334,0.6666666666666666,37.06666666666666,0.3333333333333333,0.0,5.5,10.933333333333332,88.0,0.0,0,0,0.0,0.0,567046.3333333334,7.0,2.6666666666666665,4234.666666666667,27621.333333333332,23386.666666666668,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
15,3,False,16,28,False,90,0,0,0,1,0,0,0,0,0,5,0,15,39.8,0.1,0.0,4.0,0,0,0,0,0,0,0,55,-9751,2964537,34295,44046,David Raya Martin,GKP,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.3333333333333333,22.333333333333332,0.6666666666666666,0.13333333333333333,0.3333333333333333,0.0,1.6666666666666667,16.4,90.0,0.0,0,0,0.0,1.6666666666666667,2964494.0,0.0,5.0,9116.333333333334,61071.0,51954.666666666664,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
16,10,False,16,28,False,90,1,0,0,1,0,0,0,0,0,0,3,34,40.6,16.4,29.0,8.6,0,0,0,0,0,0,0,62,-3749,302813,4387,8136,Declan Rice,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,13.333333333333334,0.6666666666666666,31.166666666666668,0.3333333333333333,0.0,5.433333333333333,16.46666666666667,78.33333333333333,0.0,0,0,0.0,0.0,308087.6666666667,6.666666666666667,2.3333333333333335,4289.333333333333,13189.0,8899.666666666666,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
17,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,102,-8444,970182,613,9057,Bukayo Saka,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,987352.6666666666,0.0,0.0,-14321.666666666666,528.3333333333334,14850.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
18,2,False,16,28,False,90,0,0,0,1,0,0,0,0,0,0,0,14,21.6,4.2,4.0,3.0,0,0,0,0,0,0,0,62,12219,2522306,40819,28600,William Saliba,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.6666666666666666,20.666666666666668,0.6666666666666666,2.9,0.3333333333333333,0.0,2.5,19.599999999999998,88.33333333333333,0.0,0,0,0.0,0.0,2500762.6666666665,2.6666666666666665,5.333333333333333,15265.666666666666,50334.666666666664,35069.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
20,2,False,16,28,False,75,0,0,0,1,0,0,0,0,0,0,0,14,14.6,27.0,2.0,4.4,0,0,0,0,0,0,0,49,-2300,88356,1532,3832,Thomas Partey,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,10.666666666666666,0.3333333333333333,10.533333333333333,0.3333333333333333,0.0,2.1666666666666665,9.733333333333334,56.333333333333336,0.0,0,0,0.0,0.0,90213.66666666667,1.3333333333333333,1.6666666666666667,2407.6666666666665,5461.0,3053.3333333333335,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333
21,1,False,16,28,False,14,0,0,0,0,0,0,0,0,0,0,0,5,4.2,15.1,0.0,1.9,0,0,0,0,0,0,0,43,-5,5324,201,206,Kieran Tierney,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,1.6666666666666667,0.0,3.8333333333333335,0.0,0.0,1.0,3.0666666666666664,15.333333333333334,0.0,0,0,0.0,0.0,5155.666666666667,3.0,0.6666666666666666,79.33333333333333,276.6666666666667,197.33333333333334,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
22,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,-1,3726,28,29,Tomiyasu Takehiro,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3720.0,0.0,0.0,-6.666666666666667,40.333333333333336,47.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
23,1,False,16,28,False,90,0,0,0,1,0,0,0,1,0,0,0,7,4.8,26.6,32.0,6.3,0,0,0,0,0,0,0,68,-15105,350179,18521,33626,Leandro Trossard,MID,Arsenal,Man Utd,2024-25,1,1,1,0.3333333333333333,0.0,14.666666666666666,0.6666666666666666,35.199999999999996,0.3333333333333333,0.0,7.933333333333333,12.933333333333332,89.33333333333333,0.0,0,0,0.0,0.0,381157.6666666667,31.333333333333332,3.6666666666666665,31818.333333333332,67614.33333333333,35796.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
24,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,61,212,239644,1467,1255,Benjamin White,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666,0.0,0.0,0.39999999999999997,1.6666666666666667,3.0,0.0,0,0,0.0,0.0,236935.33333333334,2.0,0.6666666666666666,-220.33333333333334,1290.0,1510.3333333333333,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
25,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,-206,98715,430,636,Oleksandr Zinchenko,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,2.0,0.0,2.2666666666666666,0.0,0.0,0.8333333333333334,1.0,18.0,0.0,0,0,0.0,0.0,98605.33333333333,5.333333333333333,0.6666666666666666,-341.0,522.0,863.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
73,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,41,-442,84190,476,918,Norberto Murara Neto,GKP,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,84912.0,0.0,0.0,-644.0,475.0,1119.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
186,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,-419,94720,384,803,Raheem Sterling,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,1.6666666666666667,0.3333333333333333,11.266666666666667,0.0,0.0,1.9333333333333333,1.3333333333333333,30.0,0.0,0,0,0.0,0.0,94974.0,6.666666666666667,1.6666666666666667,195.0,1254.3333333333333,1059.3333333333333,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
578,1,False,16,28,False,57,0,0,0,1,0,0,0,0,0,0,0,-2,3.6,2.8,4.0,1.0,0,0,0,0,0,0,0,58,1670,147812,4819,3149,Riccardo Calafiori,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,3.0,0.0,9.4,0.3333333333333333,0.0,2.3000000000000003,4.333333333333334,38.0,0.0,0,0,0.0,0.0,145085.0,9.333333333333334,0.6666666666666666,579.3333333333334,3829.3333333333335,3250.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333
597,1,False,16,28,False,32,0,0,0,0,0,0,0,0,0,0,0,4,2.2,3.3,0.0,0.6,0,0,0,0,0,0,0,45,-519,32537,3309,3828,Myles Lewis-Skelly,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.5,0.0,0.0,0.6,1.8666666666666665,30.333333333333332,0.0,0,0,0.3333333333333333,0.0,38199.0,2.6666666666666665,0.3333333333333333,3680.3333333333335,9664.333333333334,5984.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
633,2,False,16,28,False,90,0,0,0,1,0,0,0,0,0,0,0,4,5.0,25.7,6.0,3.7,0,0,0,0,0,0,0,60,5531,71724,16430,10899,Mikel Merino,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.6666666666666666,15.666666666666666,0.3333333333333333,16.2,0.3333333333333333,0.6666666666666666,7.8,27.133333333333336,67.0,0.0,0,0,0.0,0.0,49799.666666666664,34.666666666666664,6.0,18810.666666666668,25171.333333333332,6360.666666666667,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
638,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,-21,1705,33,54,Salah-Eddine Oulad M'hand,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1667.0,0.0,0.0,13.666666666666666,59.333333333333336,45.666666666666664,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
639,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,-49,6051,54,103,Tommy Setford,GKP,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5901.666666666667,0.0,0.0,-34.333333333333336,86.33333333333333,120.66666666666667,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
657,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,-195,6425,0,195,Maldini Kacurri,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6866.666666666667,0.0,0.0,-348.0,41.666666666666664,389.6666666666667,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
659,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,6,1807,51,45,Ismeal Kabia,MID,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1746.0,0.0,0.0,-11.666666666666666,61.666666666666664,73.33333333333333,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
662,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,51,5855,286,235,Josh Nichols,DEF,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5480.0,0.0,0.0,154.33333333333334,335.0,180.66666666666666,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
665,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,-453,21299,615,1068,Nathan Butler-Oyedeji,FWD,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,22115.333333333332,0.0,0.0,-104.66666666666667,1260.3333333333333,1365.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
756,0,False,16,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,103,1054,186,83,Jack Porter,GKP,Arsenal,Man Utd,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,776.6666666666666,0.0,0.0,102.0,174.0,72.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
28,1,False,17,28,False,45,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.6,7.0,0.7,0,0,0,0,0,0,0,62,-1582,89419,1146,2728,Leon Bailey,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,2.0,0.0,0.5333333333333333,1.0,0.0,1.9000000000000001,2.6,19.333333333333332,0.0,0,0,0.0,0.0,95884.0,16.0,0.3333333333333333,-487.3333333333333,4870.333333333333,5357.666666666667,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333
29,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,52,-292,25790,12,304,Ross Barkley,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,26375.333333333332,0.0,0.0,-501.3333333333333,22.666666666666668,524.0,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
30,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,-1,1982,0,1,Enzo Barrenechea,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1986.6666666666667,0.0,0.0,-8.333333333333334,0.0,8.333333333333334,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
31,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,51,-113,7360,0,113,Emiliano Buendía Stati,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,7635.0,0.0,0.0,-322.0,9.333333333333334,331.3333333333333,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
32,0,False,17,28,False,45,0,0,0,0,0,0,0,1,0,0,0,1,4.2,1.2,0.0,0.5,0,0,0,0,0,0,0,44,-2261,110566,1617,3878,Matty Cash,DEF,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,3.0,0.0,4.233333333333333,0.3333333333333333,0.0,1.2,3.4,30.666666666666668,0.0,0,0,0.0,0.0,112569.66666666667,4.333333333333333,1.0,-9478.666666666666,1450.0,10928.666666666666,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
33,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,-127,20737,0,127,Leander Dendoncker,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,20996.333333333332,0.0,0.0,-192.0,0.0,192.0,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
34,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,65,-3,1644,0,3,Moussa Diaby,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1651.3333333333333,0.0,0.0,-5.333333333333333,0.0,5.333333333333333,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
35,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,-503,34275,0,503,Diego Carlos Santos Silva,DEF,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,35301.0,0.0,0.0,-884.0,0.0,884.0,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
36,6,False,17,28,False,90,0,0,1,0,0,0,0,0,0,0,0,20,20.0,16.2,0.0,3.6,0,0,0,0,0,0,0,45,-62696,810965,5570,68266,Lucas Digne,DEF,Aston Villa,Brentford,2024-25,1,0,3,0.3333333333333333,0.0,6.0,0.0,15.199999999999998,1.6666666666666667,0.0,3.0666666666666664,12.6,51.333333333333336,0.0,0,0,0.0,0.0,939129.6666666666,2.6666666666666665,1.6666666666666667,32402.666666666668,85044.0,52641.333333333336,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
37,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,-1,189,0,1,Lewis Dobbin,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,191.33333333333334,0.0,0.0,-2.0,0.0,2.0,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
38,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,57,-5679,194909,0,5679,Jhon Durán,FWD,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,209913.66666666666,0.0,0.0,-23672.666666666668,422.3333333333333,24095.0,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
39,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,-1492,67685,0,1492,Joe Gauci,GKP,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,70607.0,0.0,0.0,-2185.3333333333335,14.0,2199.3333333333335,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
40,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,-869,65372,520,1389,Kortney Hause,DEF,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,66242.66666666667,0.0,0.0,-271.3333333333333,1312.0,1583.3333333333333,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
41,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,-5,2245,0,5,Samuel Iling-Junior,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2256.0,0.0,0.0,-8.333333333333334,0.0,8.333333333333334,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
42,1,False,17,28,False,29,0,0,0,0,0,0,0,0,0,0,0,6,7.4,4.1,0.0,1.2,0,0,0,0,0,0,0,50,-219,3868,142,361,Boubacar Kamara,MID,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4975.333333333333,0.0,0.0,-127.66666666666667,767.3333333333334,895.0,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
43,0,False,17,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,-6,901,0,6,Kaine Kesler-Hayden,DEF,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,913.3333333333334,0.0,0.0,-6.666666666666667,0.0,6.666666666666667,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
44,7,False,17,28,False,90,0,0,1,0,0,0,0,0,0,0,1,29,12.0,0.6,0.0,1.3,0,0,0,0,0,0,0,44,-20143,594838,2179,22322,Ezri Konsa Ngoyo,DEF,Aston Villa,Brentford,2024-25,1,0,3,0.0,0.0,4.0,0.0,0.7000000000000001,1.6666666666666667,0.0,1.5,12.066666666666668,60.0,0.0,0,0,0.0,0.0,642839.0,2.3333333333333335,0.6666666666666666,-41163.0,9879.333333333334,51042.333333333336,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333
