id,total_points,was_home,kickoff_time,gameweek,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,True,20,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-9,1186,0,9,Fábio Ferreira Vieira,MID,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,0.0,0.0,-12.666666666666666,0.0,12.666666666666666,0.0,3.0,1.0,2.3333333333333335
2,0,True,20,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-1117,98244,1489,2606,Gabriel Fernando de Jesus,FWD,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,1.3333333333333333,0.3333333333333333,9.466666666666667,0.0,0.0,1.8,2.4666666666666663,38.333333333333336,0.0,0.0,0.0,0.0,0.0,98004.33333333333,6.0,1.0,-1844.3333333333333,1577.6666666666667,3422.0,0.3333333333333333,3.0,1.0,2.3333333333333335
3,0,True,20,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,139667,2790105,197417,57750,Gabriel dos Santos Magalhães,DEF,Arsenal,Man Utd,2024-25,2,0,3,0.3333333333333333,0.0,19.333333333333332,0.3333333333333333,5.166666666666667,1.0,0.3333333333333333,4.466666666666666,25.0,75.0,0.0,0.0,0.0,0.0,0.0,2503489.0,14.333333333333334,5.666666666666667,59322.666666666664,152548.33333333334,93225.66666666667,0.0,3.0,1.0,2.3333333333333335
4,2,True,20,14,False,90,0,0,1,0,0,0,0,0,0,0,0,2,4.8,3.1,35.0,4.3,79,5371,1117383,53435,48064,Kai Havertz,FWD,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,10.0,0.0,5.966666666666666,1.0,0.3333333333333333,2.9,14.466666666666667,60.0,0.0,0.0,0.0,0.0,0.0,1190571.0,8.666666666666666,2.3333333333333335,-178700.33333333334,26455.0,205155.33333333334,0.3333333333333333,3.0,1.0,2.3333333333333335
5,0,True,20,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-72,3466,0,72,Karl Hein,GKP,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3627.0,0.0,0.0,-95.0,0.0,95.0,0.0,3.0,1.0,2.3333333333333335
6,14,True,20,14,False,90,1,0,1,0,0,0,0,0,0,0,2,39,36.4,2.9,39.0,7.8,55,23226,304887,39599,16373,Jurriën Timber,DEF,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,11.0,0.3333333333333333,8.700000000000001,1.0,0.0,3.6,9.0,89.0,0.0,0.0,0.0,0.0,0.0,204503.0,18.333333333333332,3.0,42839.333333333336,53022.0,10182.666666666666,0.0,3.0,1.0,2.3333333333333335
7,1,True,20,14,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,47,357,25611,1183,826,Jorge Luiz Frello Filho,MID,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,6.0,0.0,5.666666666666667,0.6666666666666666,0.0,1.0333333333333334,4.066666666666666,45.0,0.0,0.0,0.0,0.0,0.0,25278.0,0.6666666666666666,0.6666666666666666,-678.0,452.6666666666667,1130.6666666666667,0.3333333333333333,3.0,1.0,2.3333333333333335
8,6,True,20,14,False,90,0,0,1,0,0,0,0,0,0,0,0,29,11.6,10.5,0.0,2.2,48,-236,16532,268,504,Jakub Kiwior,DEF,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,3.3333333333333335,15.666666666666666,0.0,0.0,0.0,0.0,0.0,16587.333333333332,0.0,0.6666666666666666,-440.0,326.3333333333333,766.3333333333334,0.0,3.0,1.0,2.3333333333333335
9,3,True,20,14,False,70,0,0,1,0,0,0,0,0,0,0,0,1,1.2,1.6,27.0,3.0,68,-61250,315401,6180,67430,Gabriel Martinelli Silva,MID,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.3333333333333333,8.333333333333334,0.0,0.4666666666666666,0.3333333333333333,0.3333333333333333,3.033333333333333,12.4,23.333333333333332,0.0,0.0,0.0,0.0,0.0,385265.6666666667,17.333333333333332,2.6666666666666665,-17424.0,34185.0,51609.0,0.0,3.0,1.0,2.3333333333333335
12,0,True,20,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3239,48030,7511,4272,Ethan Nwaneri,MID,Arsenal,Man Utd,2024-25,2,0,3,0.0,0.0,9.0,0.0,4.966666666666667,0.0,0.3333333333333333,2.3666666666666667,11.799999999999999,4.333333333333333,0.0,0.0,0.0,0.0,0.0,38698.333333333336,7.0,2.3333333333333335,2966.6666666666665,5708.666666666667,2742.0,0.0,3.0,1.0,2.3333333333333335
