id,total_points,was_home,kickoff_time,gameweek,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team,opponent,season,goals scored (team),goals conceded (team),result,assists_mean_last_3_gw,bonus_mean_last_3_gw,bps_mean_last_3_gw,clean_sheets_mean_last_3_gw,creativity_mean_last_3_gw,goals_conceded_mean_last_3_gw,goals_scored_mean_last_3_gw,ict_index_mean_last_3_gw,influence_mean_last_3_gw,minutes_mean_last_3_gw,own_goals_mean_last_3_gw,penalties_missed_mean_last_3_gw,penalties_saved_mean_last_3_gw,red_cards_mean_last_3_gw,saves_mean_last_3_gw,selected_mean_last_3_gw,threat_mean_last_3_gw,total_points_mean_last_3_gw,transfers_balance_mean_last_3_gw,transfers_in_mean_last_3_gw,transfers_out_mean_last_3_gw,yellow_cards_mean_last_3_gw,goals scored (team)_mean_last_3_gw,goals conceded (team)_mean_last_3_gw,result_mean_last_3_gw
1,0,True,11,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-279,2397,355,634,Fábio Ferreira Vieira,MID,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2722.3333333333335,0.0,0.0,-263.3333333333333,28.0,291.3333333333333,0.0,2.0,0.0,3.0
2,0,True,11,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-72583,106691,3238,75821,Gabriel Fernando de Jesus,FWD,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,0.6666666666666666,0.0,0.5333333333333333,0.0,0.0,0.06666666666666667,0.13333333333333333,3.3333333333333335,0.0,0,0,0.0,0.0,191928.66666666666,0.0,0.0,-17991.666666666668,4056.6666666666665,22048.333333333332,0.6666666666666666,2.0,0.0,3.0
3,2,True,11,3,False,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,20.8,9.0,5.1,60,853,1296327,86679,85826,Gabriel dos Santos Magalhães,DEF,Arsenal,Brighton,2024-25,1,1,1,0.0,0.3333333333333333,23.0,1.0,1.5666666666666664,0.0,0.0,2.3,16.333333333333332,90.0,0.0,0,0,0.0,0.0,1194421.6666666667,5.333333333333333,6.0,-8394.666666666666,12241.0,20635.666666666668,0.3333333333333333,2.0,0.0,3.0
4,8,True,11,3,False,90,1,0,0,1,0,0,0,0,0,0,2,34,47.0,24.8,30.0,10.2,81,63441,1755160,307787,244346,Kai Havertz,FWD,Arsenal,Brighton,2024-25,1,1,1,0.6666666666666666,2.0,31.333333333333332,1.0,18.1,0.0,0.6666666666666666,9.0,36.53333333333333,90.0,0.0,0,0,0.0,0.0,1271211.0,35.666666666666664,8.666666666666666,95275.33333333333,116984.66666666667,21709.333333333332,0.0,2.0,0.0,3.0
5,0,True,11,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-706,5334,0,706,Karl Hein,GKP,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6872.0,0.0,0.0,-410.0,0.0,410.0,0.0,2.0,0.0,3.0
6,1,True,11,3,False,79,0,0,0,1,0,0,0,1,0,0,0,3,12.8,10.6,4.0,2.7,55,14520,102931,28883,14363,Jurriën Timber,DEF,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,9.333333333333334,0.3333333333333333,2.1,0.0,0.0,0.8666666666666667,1.1333333333333333,40.0,0.0,0,0,0.0,0.0,75033.66666666667,6.0,2.6666666666666665,-2561.0,1433.0,3994.0,0.0,2.0,0.0,3.0
7,0,True,11,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3634,27279,3276,6910,Jorge Luiz Frello Filho,MID,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,26742.666666666668,0.0,0.0,-1383.0,871.6666666666666,2254.6666666666665,0.0,2.0,0.0,3.0
8,0,True,11,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2401,15992,828,3229,Jakub Kiwior,DEF,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,16865.333333333332,0.0,0.0,-1080.6666666666667,236.0,1316.6666666666667,0.0,2.0,0.0,3.0
9,1,True,11,3,False,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,70,-35321,249418,21818,57139,Gabriel Martinelli Silva,MID,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,13.666666666666666,1.0,33.233333333333334,0.0,0.0,6.433333333333334,11.200000000000001,81.33333333333333,0.0,0,0,0.0,0.0,260971.66666666666,20.0,3.0,-4252.666666666667,7057.333333333333,11310.0,0.0,2.0,0.0,3.0
12,0,True,11,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-497,21665,3931,4428,Ethan Nwaneri,MID,Arsenal,Brighton,2024-25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,17748.0,0.0,0.0,-150.66666666666666,822.0,972.6666666666666,0.0,2.0,0.0,3.0
